tconst	titleType	primaryTitle	originalTitle	startYear	runtimeMinutes	genres	averageRating	numVotes	directors	writers	person	oscarNominations	oscarWins
tt0015864	movie	The Gold Rush	The Gold Rush	1925	95	Adventure,Comedy,Drama	8.1	123323	nm0000122	nm0000122	"(nm0000122,actor,[""The Lone Prospector""]),(nm0841501,actor,[""Big Jim McKay""]),(nm0615306,actor,[""Black Larsen""]),(nm0074788,actor,[""Hank Curtis""]),(nm0906618,actor,[""Jack Cameron""]),(nm0354913,actress,[""Georgia""]),(nm1033900,actor,[""Man in Dance Hall""]),(nm1027682,actor,[""Eskimo Child""]),(nm1027683,actress,[""Eskimo Child""]),(nm0012447,actress,[""Woman in Dance Hall""])"	2	0
tt0017743	movie	Chang: A Drama of the Wilderness	Chang: A Drama of the Wilderness	1927	69	Adventure,Documentary,Drama	6.8	1189	nm0178260,nm0774325	nm0008280,nm0178260,nm0774325	"(nm0472440,actor,[""Kru - the Lao Tribesman""]),(nm0152021,actress,[""Chantui - His Wife""]),(nm0619546,actor,[""Nah - Son and Heir of the House of Kru""]),(nm0480428,actress,[""Their Little Girl""]),(nm4323422,actor,[""Itself""]),(nm1465023,actor,\N),(nm5250458,actor,\N),(nm4303850,actor,[""A Friend from the Lao Village""])"	1	0
tt0017806	movie	The Devil Dancer	The Devil Dancer	1927	73	Drama,Romance	4.9	72	nm0629243	nm0381152,nm0002316,nm0562372	"(nm0336660,actress,[""Takla (The Devil Dancer)""]),(nm0111612,actor,[""Stephen Athelstan""]),(nm0938923,actress,[""Sada""]),(nm0854621,actor,[""Beppo""]),(nm0891349,actor,[""Hassim""]),(nm0436787,actor,[""Sadik Lama""]),(nm0769584,actress,[""Tana""]),(nm0176302,actor,[""Arnold Guthrie""]),(nm0560442,actress,[""Isabel""]),(nm0664527,actor,[""Toy""])"	1	0
tt0017822	movie	The Dove	The Dove	1927	90	Adventure,Drama,Romance	6.5	110	nm0922327	nm0533102,nm0810290,nm0922327,nm0064595	"(nm0848232,actress,[""Dolores""]),(nm0001935,actor,[""Don José María y Sandoval""]),(nm0738042,actor,[""Johnny Powell""]),(nm0096128,actor,[""Billy""]),(nm0616729,actor,[""Mike""]),(nm0891349,actor,[""Gómez""]),(nm0789632,actor,[""The Patriot""]),(nm0664527,actor,[""The Comandante""]),(nm0201777,actor,[""The Comandante's Captain""]),(nm0201292,actor,[""Sandoval's Captain""])"	1	1
tt0017979	movie	The Private Life of Helen of Troy	The Private Life of Helen of Troy	1927	87	Action,Adventure,Comedy	5.8	99	nm0466099	nm0259850,nm0792845,nm0933133,nm0240534,nm0732452	"(nm0179386,actress,[""Helen of Troy""]),(nm0832011,actor,[""Menelaus""]),(nm0007220,actor,[""Paris""]),(nm0269493,actor,[""Eteoneus""]),(nm0924442,actress,[""Adraste""]),(nm0254381,actor,[""Telemachus""]),(nm0639855,actor,[""Ulysses""]),(nm0819833,actor,[""Achilles""]),(nm0137173,actor,[""Ajax""]),(nm0403917,actor,[""Malapokitoratoreadetos""])"	1	0
tt0018037	movie	The Jazz Singer	The Jazz Singer	1927	88	Drama,Music,Musical	6.4	11497	nm0189076	nm0710723,nm0169879,nm0418772	"(nm0427231,actor,[""Jakie Rabinowitz""]),(nm0564219,actress,[""Mary Dale""]),(nm0645941,actor,[""The Cantor""]),(nm0078806,actress,[""Sara Rabinowitz""]),(nm0496470,actor,[""Moisha Yudelson""]),(nm0330036,actor,[""Jakie Rabinowitz - Age 13""]),(nm0875983,actor,[""Harry Lee""]),(nm0742390,actor,[""Cantor Rosenblatt - Concert Recital""]),(nm2644055,actress,[""Chorus Girl""]),(nm0008670,actress,[""Chorus Girl""])"	1	0
tt0018129	movie	The Magic Flame	The Magic Flame	1927	100	Drama,Romance	4.8	68	nm0454771	nm0521442,nm0580648,nm0720805,nm0547938	"(nm0172903,actor,[""Tito the Clown""]),(nm0172903,actor,[""The Count""]),(nm0126566,actress,[""Bianca, the Aerial Artist""]),(nm0096475,actor,[""The Ringmaster""]),(nm0167032,actor,[""The Chancellor""]),(nm0164003,actor,[""The Aide""]),(nm0658450,actress,[""The Wife""]),(nm0068926,actor,[""The Husband""]),(nm0204639,actor,[""The Utility Man""]),(nm0156005,actor,[""The Manager""]),(nm0881557,actor,[""The Visitor""])"	1	0
tt0018253	movie	The Patent Leather Kid	The Patent Leather Kid	1927	150	Drama,Romance,Sport	6.0	625	nm0763453	nm0240534,nm0242802,nm0400912,nm0732452,nm0820700	"(nm0001932,actor,[""Patent Leather Kid""]),(nm0640603,actress,[""Curley Boyle, the Golden Dancer""]),(nm0203406,actor,[""Lieutenant Hugo Breen""]),(nm0079490,actor,[""Jake Stuke""]),(nm0831736,actor,[""Jimmy Kinch""]),(nm0877813,actor,[""Mabile Molasses""]),(nm0003424,actor,[""Sergeant""]),(nm0417012,actor,[""Officer Riley""]),(nm0698139,actor,[""The German Officer""]),(nm0207637,actor,[""The French Doctor""])"	1	0
tt0018379	movie	7th Heaven	7th Heaven	1927	110	Drama,Romance	7.5	4407	nm0097648	nm0834944,nm0322227,nm0385012,nm0129721,nm0615868	"(nm0310980,actress,[""Diane""]),(nm0268190,actor,[""Chico""]),(nm0054133,actor,[""Brissac""]),(nm0334581,actor,[""Boul""]),(nm0124877,actor,[""Gobin""]),(nm0608893,actress,[""Madame Gobin""]),(nm0110755,actress,[""Nana""]),(nm0154352,actor,[""Père Chevillon""]),(nm0831889,actor,[""The Rat""]),(nm0035455,actor,[""Extra""])"	5	3
tt0018389	movie	A Ship Comes In	A Ship Comes In	1928	70	Drama	5.5	246	nm0397678	nm0430756,nm0469166,nm0397022	"(nm0771585,actor,[""Peter Pleznik""]),(nm0237571,actress,[""Mama Pleznik""]),(nm0391972,actor,[""Eric""]),(nm0484757,actress,[""Marthe""]),(nm0589986,actress,[""Katinka""]),(nm0197368,actress,[""Katinka""]),(nm0270915,actor,[""Sokol""]),(nm0249187,actor,[""Judge Gresham""]),(nm0514707,actor,[""Dan""]),(nm0622307,actor,[""Gregor""])"	1	0
tt0018429	movie	Sorrell and Son	Sorrell and Son	1927	100	Drama	5.9	86	nm0107543	nm0214356,nm0107543,nm0576035	"(nm0912478,actor,[""Stephen Sorrell""]),(nm0632160,actress,[""Dora Sorrell""]),(nm0564236,actor,[""Kit, as a child""]),(nm0616659,actress,[""Flo Palfrey""]),(nm0069373,actor,[""John Palfrey""]),(nm0872476,actor,[""Thomas Roland""]),(nm0386808,actress,[""Molly, as a child""]),(nm0938464,actor,[""Buck""]),(nm0563997,actor,[""Dr. Orange""]),(nm0431484,actress,[""Fanny Garland""])"	1	0
tt0018455	movie	Sunrise	Sunrise: A Song of Two Humans	1927	94	Drama,Romance	8.1	55297	nm0003638	nm0562346,nm0837183,nm0385012,nm0129721	"(nm0639563,actor,[""The Man""]),(nm0310980,actress,[""The Wife""]),(nm0515272,actress,[""The Woman From the City""]),(nm0743017,actress,[""The Maid""]),(nm0531759,actor,[""The Photographer""]),(nm0802684,actor,[""The Barber""]),(nm0936079,actress,[""The Manicure Girl""]),(nm0396768,actor,[""The Obtrusive Gentleman""]),(nm0092665,actor,[""The Obliging Gentleman""]),(nm0082884,actor,[""Streetcar Conductor""])"	4	3
tt0018515	movie	Two Arabian Knights	Two Arabian Knights	1927	92	Adventure,Comedy,Romance	6.6	1210	nm0587277	nm0810290,nm0306875,nm0569213,nm0547938	"(nm0101955,actor,[""W. Daingerfield Phelps III""]),(nm0000802,actress,[""Mirza""]),(nm0938464,actor,[""Sgt. Peter O'Gaffney""]),(nm0445246,actor,[""Shevket""]),(nm0891349,actor,[""The Emir""]),(nm0899521,actor,[""The Skipper""]),(nm0000472,actor,[""The Purser""]),(nm0421138,actor,[""American Consul""]),(nm0241758,actor,[""Mirza's Man Servant""]),(nm0882929,actress,[""Mirza's Maid Servant""])"	1	1
tt0018526	movie	Underworld	Underworld	1927	80	Crime,Drama,Film-Noir	7.5	3684	nm0903049,nm0744504	nm0299153,nm0001328,nm0372942,nm0498133,nm0547938,nm0903049	"(nm0051628,actor,[""'Bull' Weed""]),(nm0111612,actor,[""Rolls Royce Wensel""]),(nm0107574,actress,[""'Feathers' McCoy""]),(nm0463264,actor,[""'Buck' Mulligan""]),(nm0528317,actress,[""Meg, Mulligan's Girl""]),(nm0783865,actor,[""'Slippy' Lewis""]),(nm0541799,actor,[""Paloma""]),(nm0020251,actor,[""Judge""]),(nm0396473,actor,[""Street Kid""]),(nm0533842,actor,[""One of Laughing Faces at the Ball""])"	1	1
tt0018578	movie	Wings	Wings	1927	144	Action,Drama,Romance	7.5	15356	nm0920074,nm0195496	nm0766850,nm0521002,nm0510024,nm0425456,nm0604526	"(nm0001966,actress,[""Mary Preston""]),(nm0736777,actor,[""Jack Powell""]),(nm0035159,actor,[""David Armstrong""]),(nm0707814,actress,[""Sylvia Lewis""]),(nm0107151,actor,[""Herman Schwimpf""]),(nm0875983,actor,[""Air Commander""]),(nm0000011,actor,[""Cadet White""]),(nm0808387,actor,[""The Sergeant""]),(nm0910400,actor,[""David's Father""]),(nm0439850,actor,[""Lt. Cameron""])"	2	2
tt0018666	movie	The Awakening	The Awakening	1928	90	Drama,Romance,War	5.3	96	nm0281808	nm0547966,nm0129721,nm0933133,nm0385012	"(nm0126566,actress,[""Marie Ducrot""]),(nm0126430,actor,[""Count Karl von Hagen""]),(nm0938464,actor,[""Le Bete""]),(nm0204639,actor,[""The Orderly""]),(nm0649927,actor,[""Grandfather Ducrot""]),(nm0351904,actor,[""Lt. Franz Geyer""]),(nm0195595,actress,\N),(nm1268266,actor,[""Dog""]),(nm0277519,actor,\N),(nm0294536,actor,\N)"	1	0
tt0018674	movie	The Barker	The Barker	1928	80	Drama	6.9	125	nm0280463	nm0629862,nm0322227,nm0542534	"(nm0798130,actor,[""Nifty Miller""]),(nm0533108,actress,[""Lou""]),(nm0173993,actress,[""Carrie""]),(nm0001195,actor,[""Chris Miller""]),(nm0039276,actress,[""Ma Benson""]),(nm0178049,actor,[""Hap Spissel""]),(nm0800375,actor,[""Col. Gowdy""]),(nm0175096,actor,[""Carny""]),(nm0240836,actor,[""Stuttering Spieler""]),(nm0142567,actress,[""Fortune Teller""])"	1	0
tt0018792	movie	The Cop	The Cop	1928	77	Drama	6.0	59	nm0187981	nm0165470,nm0307819,nm0469166	"(nm0101955,actor,[""Pete Smith""]),(nm0002118,actor,[""Mather""]),(nm0517574,actress,[""Mary Monks""]),(nm0035877,actor,[""Scarface Marcas""]),(nm0448366,actor,[""Sergeant Coughlin""]),(nm0622307,actor,[""Louie""]),(nm0805694,actor,[""Lord Courtney""])"	1	0
tt0018806	movie	The Crowd	The Crowd	1928	98	Drama,Romance	8.0	9631	nm0896542	nm0896542,nm0915875,nm0267868,nm0066946	"(nm0090187,actress,[""Mary Sims""]),(nm0615014,actor,[""John Sims""]),(nm0729991,actor,[""Bert""]),(nm0163923,actress,[""Jane""]),(nm0866834,actor,[""Jim - Mary's Brother""]),(nm0376396,actor,[""Dick - Mary's Brother""]),(nm0064611,actress,[""Mary's Mother""]),(nm0292780,actor,[""Junior Sims""]),(nm0701169,actress,[""Baby Sims""]),(nm0089321,actor,[""Boy on Fence""])"	2	0
tt0018945	movie	Glorious Betsy	Glorious Betsy	1928	80	Drama,History	5.5	185	nm0189076	nm0170401,nm0418772,nm0949995	"(nm0182537,actress,[""Betsy Patterson""]),(nm0619261,actor,[""Jérôme Bonaparte""]),(nm0587534,actor,[""Preston""]),(nm0531584,actor,[""Colonel Patterson""]),(nm0024178,actor,[""Napoleon""]),(nm0891349,actor,[""Captain St. Pierre""]),(nm0782225,actor,[""Captain Du Fresne""]),(nm0659947,actor,[""The Ship's Captain""]),(nm0783647,actress,[""Aunt Mary""]),(nm0090029,actress,[""Princess Fredericka""])"	1	0
tt0019071	movie	The Last Command	The Last Command	1928	88	Drama,Romance,War	7.9	4803	nm0903049	nm0083742,nm0329312,nm0523932,nm0542534,nm0903049	"(nm0417837,actor,[""Grand Duke Sergius Alexander""]),(nm0107574,actress,[""Natalie Dobrova""]),(nm0001635,actor,[""Leo Andreyev - The Director""]),(nm0713281,actor,[""The Assistant""]),(nm0816007,actor,[""The Adjutant""]),(nm0899521,actor,[""The Bodyguard""]),(nm0270915,actor,[""A Revolutionist""]),(nm0179591,actor,[""Revolutionist""]),(nm0396473,actor,[""Russian Youth""]),(nm0407539,actor,[""Drillmaster""])"	2	1
tt0019217	movie	The Noose	The Noose	1928	65	Drama	6.5	93	nm0227020	nm0334047,nm0533102,nm0640884,nm0887429	"(nm0001932,actor,[""Nickie Elkins""]),(nm0002311,actor,[""Buck Gordon""]),(nm0640495,actor,[""Jim Conley""]),(nm0247833,actor,[""Tommy""]),(nm0060012,actress,[""Dot""]),(nm0865298,actress,[""Phyllis""]),(nm0103619,actor,[""Seth McMillan)""]),(nm0912833,actor,[""Dave - Pianist""]),(nm0431484,actress,[""Mrs. Bancroft""]),(nm0909228,actor,[""Warden""])"	1	0
tt0019237	movie	Our Dancing Daughters	Our Dancing Daughters	1928	85	Drama	6.7	2114	nm0064600	nm0522674,nm0014703,nm0191956	"(nm0001076,actress,[""Diana Medford""]),(nm0113902,actor,[""Ben Blaine""]),(nm0039989,actor,[""Norman""]),(nm0780941,actress,[""Beatrice""]),(nm0656105,actress,[""Ann""]),(nm0931031,actress,[""Ann's Mother""]),(nm0637789,actor,[""Freddie""]),(nm0191818,actress,[""Diana's Mother""]),(nm0330265,actor,[""Diana's Father""]),(nm0355566,actress,[""Freddie's Mother""])"	2	0
tt0019304	movie	The Racket	The Racket	1928	84	Crime,Drama,Film-Noir	6.6	1730	nm0587277	nm0179993,nm0028636,nm0592217,nm0066946	"(nm0576762,actor,[""Captain James McQuigg""]),(nm0938464,actor,[""Nick Scarsi""]),(nm0696679,actress,[""Helen Hayes""]),(nm0172318,actor,[""Patrolman Johnson""]),(nm0781347,actor,[""Spike""]),(nm0831889,actor,[""Joe Scarsi""]),(nm0208659,actor,[""District Attorney Welch""]),(nm0302480,actor,[""Miller""]),(nm0602905,actor,[""Pratt""]),(nm0201690,actor,[""Dave Ames - Cub Reporter""])"	1	0
tt0019344	movie	Sadie Thompson	Sadie Thompson	1928	97	Drama	7.2	2920	nm0909825	nm0560857,nm0909825,nm0837989,nm0173303,nm0709888	"(nm0000859,actor,[""Alfred Davidson""]),(nm0002768,actress,[""Mrs. Alfred Davidson""]),(nm0485274,actor,[""Dr. Angus McPhail""]),(nm0585606,actress,[""Mrs. Angus McPhail""]),(nm0546121,actor,[""Joe Horn""]),(nm0037656,actress,[""Ameena""]),(nm0822820,actor,[""Quartermaster Bates""]),(nm0909825,actor,[""Sergeant Timothy O'Hara""]),(nm0841797,actress,[""Sadie Thompson""]),(nm0837998,actor,[""Marine""])"	2	0
tt0019348	movie	Sal of Singapore	Sal of Singapore	1928	70	Drama	5.1	63	nm0383304	nm0165470,nm0172246,nm0312707,nm0383304,nm0562372	"(nm0369793,actress,[""Sal""]),(nm0002118,actor,[""Captain Erickson""]),(nm0463264,actor,[""Captain Sunday""]),(nm0425903,actor,[""Erickson's 1st Mate""]),(nm0938463,actor,[""Erickson's 2nd Mate""]),(nm0184801,actor,[""Cook""]),(nm0363545,actor,[""Sunday's 1st Mate""]),(nm0384311,actor,[""Baby""])"	1	0
tt0019398	movie	Skyscraper	Skyscraper	1928	68	Drama	5.6	168	nm0383304	nm0165470,nm0307819,nm0469166,nm0614225	"(nm0101955,actor,[""Blondy""]),(nm0002118,actor,[""Slim Strede""]),(nm0138999,actress,[""Sally""]),(nm0891136,actress,[""Jane""]),(nm0058191,actor,[""Redhead""]),(nm0917837,actor,[""Redhead's father""]),(nm6597288,actress,[""Dancers""]),(nm8990954,actress,\N)"	1	0
tt0019412	movie	Speedy	Speedy	1928	85	Action,Comedy,Family	7.6	4558	nm0928514	nm0340599,nm0623640,nm0736911,nm0090213,nm0218626,nm0397834,nm0809548	"(nm0516001,actor,[""Harold 'Speedy' Swift""]),(nm0160680,actress,[""Jane Dillon""]),(nm0940437,actor,[""Pop Dillon - Jane's Grand-daddy""]),(nm0751899,actor,[""Babe Ruth""]),(nm0234978,actor,[""W.S. Wilton""]),(nm0070757,actor,[""Steve Carter""]),(nm1251202,actor,[""The Dog""]),(nm0010958,actor,[""Coney Island Baseball Concessionaire""]),(nm0102880,actor,[""Chauffeur""]),(nm0104585,actor,[""Hoodlum""])"	1	0
tt0019429	movie	Street Angel	Street Angel	1928	102	Drama	7.3	2693	nm0097648	nm0388743,nm0458934,nm0843364	"(nm0310980,actress,[""Angela""]),(nm0268190,actor,[""Gino""]),(nm0455592,actress,[""Lisetta""]),(nm0035455,actor,[""Masetto""]),(nm0872195,actor,[""Neri -- Police Sergeant""]),(nm0176328,actor,[""Policeman""]),(nm0018982,actor,[""Museum Waiter""]),(nm2988650,actor,\N),(nm2989971,actress,\N),(nm2989697,actress,\N)"	3	1
tt0019451	movie	Tempest	Tempest	1928	102	Drama,Romance	6.7	565	nm0853130,nm0587277,nm0869645	nm0547938,nm0587277,nm0625958,nm0837989,nm0002233	"(nm0000858,actor,[""Sgt. Ivan Markov""]),(nm0394806,actress,[""Princess Tamara""]),(nm0938464,actor,[""Sgt. Bulba""]),(nm0208314,actor,[""The Peddler""]),(nm0269493,actor,[""The General""]),(nm0369443,actor,[""The Captain""]),(nm0899521,actor,[""The Guard""]),(nm0221251,actor,[""Undetermined Secondary Role""]),(nm6863068,actor,[""Undetermined Secondary Role""]),(nm0854621,actor,[""Undetermined Secondary Role""])"	1	1
tt0019553	movie	The Way of All Flesh	The Way of All Flesh	1927	94	Drama	6.6	240	nm0281808	nm0790622,nm0083742,nm0299154,nm0425456,nm0530978,nm0756226	"(nm0417837,actor,[""August Schilling""]),(nm0071602,actress,[""Mrs. Schilling""]),(nm0369793,actress,[""The Temptress""]),(nm0445229,actor,[""August Jr.""]),(nm0463264,actor,[""The Tough""]),(nm0209462,actor,[""August as a Child""]),(nm0564236,actor,[""Evald""]),(nm0386808,actress,[""Charlotte""]),(nm0424719,actress,[""Elizabeth""]),(nm0861663,actor,[""Karl""])"	1	1
tt0019557	movie	Weary River	Weary River	1929	86	Drama,Romance	6.1	596	nm0515979	nm0177960,nm0454513,nm0673585,nm0313888	"(nm0001932,actor,[""Jerry Larrabee""]),(nm0173993,actress,[""Alice""]),(nm0390279,actor,[""Warden""]),(nm0622307,actor,[""Spadoni""]),(nm0831889,actor,[""Blackie""]),(nm0877813,actor,[""Elevator Boy""]),(nm0416527,actor,[""Manager""]),(nm0010958,actor,[""Ex-Con in Alley""]),(nm0070757,actor,[""Jerry's Guest""]),(nm0156042,actress,[""Actress Backstage Who Locks Her Door""])"	1	0
tt0019574	movie	White Shadows in the South Seas	White Shadows in the South Seas	1928	88	Drama,Romance	6.8	1044	nm0886754,nm0280904	nm0639555,nm0236479,nm0192325,nm0173303	"(nm0089524,actor,[""Dr. Matthew Lloyd""]),(nm0868799,actress,[""Fayaway""]),(nm0027351,actor,[""Sebastian - a Trader""]),(nm0124196,actress,[""Lucy""]),(nm0417644,actress,[""Native Girl""]),(nm2672823,actor,[""Native Boy""])"	1	1
tt0019591	movie	A Woman of Affairs	A Woman of Affairs	1928	98	Drama	7.1	1805	nm0113284	nm0035158,nm0014703,nm0191956	"(nm0001256,actress,[""Diana Merrick""]),(nm0318105,actor,[""Neville Holderness""]),(nm0832011,actor,[""Dr. Hugh Trevelyan""]),(nm0113902,actor,[""David Furness""]),(nm0001195,actor,[""Jeffry Merrick""]),(nm0098376,actor,[""Sir Morton Holderness""]),(nm0780941,actress,[""Constance""]),(nm0040090,actress,[""Party Guest""]),(nm0096475,actor,[""French Police Inspector""]),(nm0345853,actor,[""Servant at Davids Death Investigation""])"	1	0
tt0019630	movie	Alibi	Alibi	1929	91	Action,Crime,Romance	5.6	1021	nm0922327	nm0922327,nm0837989,nm0942048,nm0140562,nm0637795	"(nm0606431,actor,[""Chick Williams""]),(nm0835913,actor,[""Buck Bachman""]),(nm0123994,actress,[""Daisy Thomas""]),(nm0341487,actress,[""Joan Manning Williams""]),(nm0365633,actress,[""Toots""]),(nm0867538,actor,[""Danny McGann""]),(nm0384018,actor,[""Brown - a Crook""]),(nm0102880,actor,[""Blake - a Crook""]),(nm0050609,actor,[""Soft Malone - Cab Driver""]),(nm0187914,actor,[""Trask - Plainclothesman""])"	3	0
tt0019722	movie	The Bridge of San Luis Rey	The Bridge of San Luis Rey	1929	86	Drama	6.9	109	nm0102643	nm0014703,nm0191956,nm0002316,nm0928642	"(nm0198847,actress,[""Camila - 'La Perichole'""]),(nm0868458,actor,[""Uncle Pio""]),(nm0868799,actress,[""Pepita""]),(nm0023147,actor,[""Manuel""]),(nm0719121,actor,[""Esteban""]),(nm0910400,actor,[""Father Juniper""]),(nm0891349,actor,[""Viceroy""]),(nm0280605,actress,[""Marquesa""]),(nm0936079,actress,[""Doña Carla""]),(nm0861663,actor,[""Jaime""])"	1	1
tt0019729	movie	The Broadway Melody	The Broadway Melody	1929	100	Drama,Musical,Romance	5.5	8516	nm0064600	nm0332539,nm0396876,nm0322299,nm0049898	"(nm0522281,actress,[""Harriet 'Hank' Mahoney""]),(nm0656105,actress,[""Queenie Mahoney""]),(nm0454558,actor,[""Eddie Kearns""]),(nm0437304,actor,[""Francis Zanfield""]),(nm0065156,actor,[""Babe Hatrick""]),(nm0698985,actor,[""Uncle Jed""]),(nm0861034,actor,[""Jacques Warriner""]),(nm4098805,actress,[""Chorus Girls""]),(nm9425843,actress,[""Chorus Dancer""]),(nm0005978,actor,[""Pianist""])"	3	1
tt0019735	movie	Bulldog Drummond	Bulldog Drummond	1929	90	Crime,Drama,Mystery	6.3	1392	nm0428059	nm0573937,nm0397608	"(nm0172903,actor,[""Hugh Drummond""]),(nm0021502,actor,[""Algy""]),(nm0335517,actor,[""Dr. Lakington""]),(nm0002311,actor,[""Peterson""]),(nm0071031,actor,[""Danny""]),(nm0000910,actress,[""Phyllis""]),(nm0850896,actress,[""Irma""]),(nm0783041,actor,[""Travers""]),(nm0586890,actor,[""Marcovitch""]),(nm0464514,actor,[""Chong""])"	2	0
tt0019785	movie	Condemned!	Condemned!	1929	86	Drama	6.4	629	nm0749484	nm0397608,nm0632029	"(nm0172903,actor,[""Michel""]),(nm0362267,actress,[""Mme. Vidal""]),(nm0938464,actor,[""Jacques""]),(nm0226502,actor,[""Vidal""]),(nm0255420,actor,[""Pierre""]),(nm0455498,actor,[""Felix""]),(nm0902049,actor,[""Vidal's Orderly""]),(nm0010958,actor,[""Convict Clerk""]),(nm0069373,actor,[""Convict""]),(nm0084608,actor,[""Convict""])"	1	0
tt0019788	movie	Coquette	Coquette	1929	76	Drama,Romance	5.5	2381	nm0853130	nm0007973,nm0108697,nm0340599,nm0573865,nm0853130	"(nm0681933,actress,[""Norma Besant""]),(nm0113902,actor,[""Michael Jeffery""]),(nm0601596,actor,[""Stanley Wentworth""]),(nm0820821,actor,[""Dr. John Besant""]),(nm0417829,actor,[""Jimmy Besant""]),(nm0464137,actor,[""Jasper Carter""]),(nm0410271,actor,[""Robert Wentworth""]),(nm0064792,actress,[""Julia""]),(nm6486722,actor,[""Little Boy on Street""]),(nm0186413,actress,[""Bessie""])"	1	1
tt0019823	movie	Disraeli	Disraeli	1929	90	Biography,Drama,History	6.1	1466	nm0337586	nm0430756,nm0030860,nm0662462	"(nm0002183,actor,[""Disraeli""]),(nm0515967,actress,[""Mrs. Travers""]),(nm0868456,actor,[""Lord Probert""]),(nm0000910,actress,[""Clarissa""]),(nm0035196,actress,[""Lady Beaconsfield""]),(nm0124236,actor,[""Charles""]),(nm0899521,actor,[""Count Borsinov""]),(nm0040722,actor,[""Hyde Park Speaker""]),(nm0068926,actor,[""Mr. Terle - Disraeli's Downing Street Butler""]),(nm0082501,actor,[""Man in Hyde Park Audience""])"	3	1
tt0019824	movie	The Divine Lady	The Divine Lady	1928	99	Drama,History,Romance	6.1	991	nm0515979	nm0057479,nm0357028,nm0139714,nm0562372	"(nm0341464,actress,[""Emma Hart""]),(nm0889511,actor,[""Horatio Nelson""]),(nm0912478,actor,[""Sir William Hamilton""]),(nm0445246,actor,[""Honorable Charles Greville""]),(nm0237597,actress,[""Mrs. Hart""]),(nm0002311,actor,[""Captain Hardy""]),(nm0174720,actor,[""Romney""]),(nm0191818,actress,[""Queen Maria Carolina""]),(nm0891349,actor,[""King Ferdinand""]),(nm0355566,actress,[""Duchess of Devonshire""])"	3	1
tt0019833	movie	Drag	Drag	1929	85	Drama	6.2	75	nm0515979	nm0454513,nm0671163	"(nm0001932,actor,[""David Carroll""]),(nm0514707,actor,[""Pa Parker""]),(nm0911460,actress,[""Ma Parker""]),(nm0206333,actress,[""Allie Parker""]),(nm0240836,actor,[""Charlie Parker""]),(nm0497759,actress,[""Dot""]),(nm0276154,actress,[""Clara""]),(nm0914626,actor,\N)"	1	0
tt0019843	movie	Dynamite	Dynamite	1929	129	Comedy,Drama,Romance	6.8	537	nm0001124	nm0534221,nm0493251,nm0881148	"(nm0619261,actor,[""Roger Towne""]),(nm0425512,actress,[""Cynthia Crothers""]),(nm0001948,actor,[""Hagon Derk aka The Fire Boss""]),(nm0269671,actress,[""Marcia Towne""]),(nm0566948,actor,[""Marco - Marcia's Boy Friend""]),(nm0566411,actress,[""Katie Derk""]),(nm0249187,actor,[""Wise Fool""]),(nm0390279,actor,[""Wise Fool""]),(nm0830763,actor,[""Wise Fool""]),(nm0272059,actor,[""Young 'Vulture'""])"	1	0
tt0019959	movie	Hallelujah	Hallelujah	1929	109	Drama,Musical	6.7	2119	nm0896542	nm0875746,nm0770337,nm0725823,nm0896542,nm0014703	"(nm0371438,actor,[""Zeke""]),(nm0571904,actress,[""Chick""]),(nm0288371,actor,[""Hot Shot""]),(nm0336677,actor,[""Parson""]),(nm0215297,actress,[""Mammy""]),(nm0568935,actor,[""Spunk""]),(nm0819237,actress,[""Missy Rose""]),(nm0225436,actor,[""Johnson Kid""]),(nm0183251,actor,[""Johnson Kid""]),(nm0846926,actor,[""Johnson Kid""])"	1	0
tt0019993	movie	The Hollywood Revue of 1929	The Hollywood Revue of 1929	1929	130	Comedy,Music	5.7	2400	nm0718469,nm0127511,nm0396876	nm0090213,nm0394267,nm0267868	"(nm0619261,actor,[""Conrad Nagel - Master of Ceremonies""]),(nm0000912,actor,[""Jack Benny - Master of Ceremonies""]),(nm0318105,actor,[""John Gilbert""]),(nm0318105,actor,[""Romeo""]),(nm0790454,actress,[""Norma Shearer""]),(nm0790454,actress,[""Juliet""]),(nm0001076,actress,[""Joan Crawford""]),(nm0522281,actress,[""Bessie Love""]),(nm0249893,actor,[""Ukelele Ike""]),(nm0491048,actor,[""Stan Laurel""]),(nm0001316,actor,[""Oliver Hardy""]),(nm0656105,actress,[""Anita Page""])"	1	0
tt0020018	movie	In Old Arizona	In Old Arizona	1928	95	Drama,Western	5.5	1397	nm0191899,nm0909825	nm0377958,nm0058179,nm0809548	"(nm0522926,actor,[""Sergeant Mickey Dunn""]),(nm0062828,actor,[""The Cisco Kid""]),(nm0121282,actress,[""Tonia Maria""]),(nm0035455,actor,[""Barber""]),(nm0102880,actor,[""Soldier""]),(nm0113867,actor,[""Bartender""]),(nm0132955,actor,[""Man Chasing Cisco""]),(nm0227022,actor,[""Second Soldier""]),(nm0262080,actor,[""Sheriff""]),(nm0267650,actor,[""Townsman""])"	5	1
