tconst	primaryTitle	originalTitle	startYear	runtimeMinutes	genres	averageRating	numVotes	directors	writers	person
tt0015532	The Adventures of Prince Achmed	Die Abenteuer des Prinzen Achmed	1926	80	Adventure,Animation,Drama	7.8	7273	nm0718201,nm0002569	nm0718201	
tt0021309	The Story of the Fox	Le roman de Renard	1937	63	Adventure,Animation,Comedy	7.6	1651	nm0823089,nm0823088	nm0634113,nm0635163,nm0724858,nm0823089,nm0823088,nm0324473	"(nm0202405,actor,[""Monkey""]),(nm0099679,actor,[""Fox""]),(nm0411664,actor,[""Wolf""]),(nm0488216,actor,[""Bear""]),(nm0783327,actor,[""Cock""]),(nm0213532,actor,[""Badger""]),(nm0024177,actor,[""Cat""]),(nm0690484,actor,[""Donkey""]),(nm0060663,actress,[""Rabbit""]),(nm0233868,actress,[""Fox Cub""])"
tt0026793	The New Gulliver	Novyy Gulliver	1935	75	Adventure,Animation,Comedy	6.4	407	nm0699693	nm8521133,nm6901796,nm0699693,nm0742914,nm0842605	"(nm1238092,actor,[""Gulliver""]),(nm1238092,actor,[""Pioneer Petya""]),(nm1143139,actor,[""Troop Leader Yudin""]),(nm1143139,actor,[""Gulliver's Shipboard Pal""]),(nm0090434,actor,[""Skipper""]),(nm0107828,actor,[""Captain""]),(nm0196792,actor,[""Camp Leader""]),(nm0451701,actor,[""Lilliputians""]),(nm0646229,actor,[""Prisoner on the ship""])"
tt0029583	Snow White and the Seven Dwarfs	Snow White and the Seven Dwarfs	1937	83	Adventure,Animation,Family	7.6	229619	nm0183183,nm0359457,nm0414144,nm0604392,nm0668998,nm0789313	nm0342278,nm0342303,nm0780799,nm0187232,nm0257481,nm0725439,nm0403319,nm0210112,nm0087490,nm0810324	"(nm0143314,actress,[""Snow White""]),(nm0143314,actress,[""Snow White""]),(nm0830968,actor,[""Prince""]),(nm0830968,actor,[""Prince""]),(nm0479164,actress,[""The Evil Queen""]),(nm0479164,actress,[""The Evil Queen""]),(nm0479164,actress,[""The Witch""]),(nm0479164,actress,[""The Witch""]),(nm0041165,actor,[""Doc""]),(nm0041165,actor,[""Doc""]),(nm0118081,actor,[""Huntsman""]),(nm0118081,actor,[""Huntsman""]),(nm0172287,actor,[""Dopey""]),(nm0172287,actor,[""Dopey""]),(nm0172287,actor,[""Chipmunk and Squirrel Sneezes""]),(nm0172287,actor,[""Chipmunk and Squirrel Sneezes""]),(nm0173416,actor,[""Sleepy""]),(nm0173416,actor,[""Sleepy""]),(nm0173416,actor,[""Grumpy""]),(nm0173416,actor,[""Grumpy""]),(nm0173416,actor,[""Dopey (hiccups)""]),(nm0173416,actor,[""Dopey (hiccups)""]),(nm0201428,actress,[""Birds""]),(nm0201428,actress,[""Birds""]),(nm0317970,actor,[""Sneezy""]),(nm0317970,actor,[""Sneezy""]),(nm0363227,actor,[""Happy""]),(nm0363227,actor,[""Happy""])"
tt0031397	Gulliver's Travels	Gulliver's Travels	1939	76	Adventure,Animation,Comedy	6.6	5089	nm0281487,nm0101466,nm0130725,nm0186276,nm0377431,nm0396043,nm0426322,nm0446041,nm0460667,nm0498984,nm0622451,nm0658476	nm0842605,nm0786545,nm0330106,nm0397175,nm0682481,nm0816917	"(nm0236756,actress,[""Princess Glory""]),(nm0743595,actor,[""Prince David""]),(nm0173416,actor,[""Gabby""]),(nm0173416,actor,[""Gabby""]),(nm0397175,actor,[""Prince David""]),(nm0397175,actor,[""Prince David""]),(nm0580271,actor,[""King Little""]),(nm0580271,actor,[""King Little""]),(nm0649866,actor,[""Italian Barber""]),(nm0662603,actor,[""Gulliver""]),(nm0662603,actor,[""Gulliver""]),(nm0682481,actor,[""King Bombo""]),(nm0682481,actor,[""King Bombo""]),(nm6827224,actress,[""Princess Glory""]),(nm6827224,actress,[""Princess Glory""])"
tt0032162	The Golden Key	Zolotoy klyuchik	1939	70	Animation,Family,Fantasy	6.6	274	nm0699693	nm0172830,nm0503950,nm0866231,nm0866238	"(nm0787405,actor,[""Karabas Barabas""]),(nm0554178,actor,[""Duremar, village knave""]),(nm0787400,actress,[""Buratino""]),(nm0880747,actor,[""Papa Carlo""]),(nm0091878,actor,[""Captain of the airship""]),(nm0196792,actor,[""Giuseppe""]),(nm0011799,actress,[""Malvina""]),(nm1058684,actress,[""Pierrot""]),(nm0585270,actor,[""Sandro""]),(nm1918675,actor,[""Policeman""])"
tt0032455	Fantasia	Fantasia	1940	124	Animation,Family,Fantasy	7.7	107678	nm0019282,nm0035899,nm1968474,nm0272568,nm0359457,nm0359610,nm0373429,nm0414144,nm0527217,nm0730860,nm0766402,nm0789313	nm0335469,nm0400056,nm0086293,nm0687624,nm0226679,nm0390839,nm0942687,nm0538164,nm0373871,nm0668998,nm0266338,nm0553200,nm0857936,nm0827963,nm0572689,nm0257481,nm0810324,nm0672093,nm0754836,nm0670328,nm0821707,nm0335296,nm6773872	"(nm0123553,actor,[""Narrator: Deems Taylor overdubs (2000 restoration)""]),(nm0123553,actor,[""Narrator: Deems Taylor overdubs (2000 restoration)""]),(nm0000370,actor,[""Mickey Mouse (segment 'The Sorcerer's Apprentice')""]),(nm0000370,actor,[""Mickey Mouse (segment 'The Sorcerer's Apprentice')""]),(nm0235079,actor,[""Narrator (1982 version)""]),(nm0235079,actor,[""Narrator (1982 version)""]),(nm0531763,actor,[""Percussionist""]),(nm0001513,actor,[""Narrator (1985 version)""]),(nm0001513,actor,[""Narrator (1985 version)""]),(nm0637163,actress,[""Soloist (segment 'Ave Maria')""]),(nm0637163,actress,[""Soloist (segment 'Ave Maria')""]),(nm1345229,actor,[""Violinist""])"
tt0032910	Pinocchio	Pinocchio	1940	88	Adventure,Animation,Comedy	7.5	166216	nm0272568,nm0373429,nm0414144,nm0455741,nm0527217,nm0730860,nm0789313	nm0172830,nm0780799,nm0257481,nm0810324,nm0183183,nm0754836,nm0672093,nm0061284,nm0670328,nm0850895	"(nm0427934,actor,[""Pinocchio""]),(nm0427934,actor,[""Pinocchio""]),(nm0427934,actor,[""Alexander""]),(nm0427934,actor,[""Alexander""]),(nm0747759,actor,[""Geppetto""]),(nm0747759,actor,[""Geppetto""]),(nm0000305,actor,[""Gideon (hiccoughs)""]),(nm0000305,actor,[""Gideon (hiccoughs)""]),(nm0110893,actor,[""Carnival Barker""]),(nm0110893,actor,[""Carnival Barker""]),(nm0118081,actor,[""Carnival Barker""]),(nm0118081,actor,[""Carnival Barker""]),(nm0146185,actor,[""J. Worthington Foulfellow""]),(nm0146185,actor,[""J. Worthington Foulfellow""]),(nm0201428,actress,[""Birds""]),(nm0201428,actress,[""Birds""]),(nm0201660,actor,[""Lampwick""]),(nm0201660,actor,[""Lampwick""]),(nm0197368,actress,[""Children""]),(nm0197368,actress,[""Children""]),(nm0249893,actor,[""Jiminy Cricket""]),(nm0249893,actor,[""Jiminy Cricket""])"
tt0033563	Dumbo	Dumbo	1941	64	Adventure,Animation,Drama	7.2	146771	nm0035899,nm0272568,nm0414144,nm0455741,nm0730860,nm0789313	nm0335469,nm0400056,nm0257481,nm0670328,nm0061284,nm0727370,nm0821707,nm0810324,nm0008673,nm2927785	"(nm0001359,actor,[""Mr. Stork""]),(nm0001359,actor,[""Mr. Stork""]),(nm0112395,actor,[""Timothy Q. Mouse""]),(nm0112395,actor,[""Timothy Q. Mouse""]),(nm16907947,actor,[""Fats Crow""]),(nm0082884,actor,[""The Ringmaster""]),(nm0082884,actor,[""The Ringmaster""]),(nm0088285,actor,[""Clown""]),(nm0088285,actor,[""Clown""]),(nm16908065,actor,[""Dopey Crow""]),(nm0158897,actor,[""Crows""]),(nm0158897,actor,[""Crows""]),(nm0249893,actor,[""Dandy Crow""]),(nm0249893,actor,[""Dandy Crow""]),(nm0271658,actress,[""The Elephant Matriarch""]),(nm0271658,actress,[""The Elephant Matriarch""]),(nm0271658,actress,[""Mrs. Jumbo""]),(nm0271658,actress,[""Mrs. Jumbo""]),(nm0292677,actor,[""Dumbo""])"
tt0033727	Mr. Bug Goes to Town	Mr. Bug Goes to Town	1941	78	Animation,Comedy,Family	6.9	1491	nm0281487	nm0281487,nm0330106,nm0682481,nm0816917,nm0583049,nm0686334,nm0926880,nm0877414,nm0397175	"(nm0307012,actor,[""Dick""]),(nm0580271,actor,[""Mr. Bumble""]),(nm0580271,actor,[""Swat""]),(nm0682481,actor,[""C. Bagley Beetle""]),(nm0583049,actor,[""Smack""]),(nm0293135,actor,[""Hoppity""]),(nm1967951,actress,[""Honey""]),(nm1966706,actor,[""Chorus Interpretations""]),(nm1965089,actor,[""Chorus Interpretations""]),(nm0173416,actor,[""Mr. Creeper""]),(nm0173416,actor,[""Mr. Creeper""]),(nm0385695,actress,[""Mrs. Ladybug""]),(nm0385695,actress,[""Mrs. Ladybug""])"
tt0034091	The Reluctant Dragon	The Reluctant Dragon	1941	74	Animation,Comedy,Family	6.7	4035	nm0921288,nm0527217,nm0194018,nm0412650,nm0455741	nm0334370,nm0780799,nm0673871,nm0166307,nm0183183,nm0167065,nm0672093,nm0373429,nm0335469,nm0400056,nm0588650,nm0070361,nm2743865	"(nm0070361,actor,[""Robert Benchley""]),(nm0317519,actress,[""Doris - Studio Artist""]),(nm0672576,actor,[""Humphrey - Studio Guide""]),(nm0117194,actress,[""Mrs. Benchley""]),(nm0021502,actor,[""Sir Giles (segment \""The Reluctant Dragon\"")""]),(nm0662065,actor,[""The Dragon (segment \""The Reluctant Dragon\"")""]),(nm0496889,actor,[""The Boy (segment \""The Reluctant Dragon\"")""]),(nm0318656,actress,[""Florence Gill""]),(nm0318656,actress,[""Clara Cluck""]),(nm0621699,actor,[""Clarence Nash""]),(nm0621699,actor,[""Donald Duck""]),(nm0272568,actor,[""Norm Ferguson""])"
tt0034492	Bambi	Bambi	1942	69	Adventure,Animation,Drama	7.3	159553	nm0019282,nm0035899,nm0359457,nm0373871,nm0730860,nm0766402,nm0942687,nm0204190,nm0314671	nm0759041,nm0668998,nm0604392,nm0821707,nm0789873,nm0266338,nm0183231,nm0942723,nm0055119,nm0305019,nm0401604,nm0572689,nm0634711,nm0773436,nm0821515,nm0917305,nm0931614	"(nm0017013,actor,[""Adolescent Bambi""]),(nm0017013,actor,[""Adolescent Bambi""]),(nm0018755,actor,[""Young Flower""]),(nm0018755,actor,[""Young Flower""]),(nm1027883,actress,\N),(nm1027883,actress,\N),(nm0066951,actor,[""Young Thumper""]),(nm0066951,actor,[""Young Thumper""]),(nm1028218,actress,[""Girl Bunny""]),(nm1028218,actress,[""Girl Bunny""]),(nm1028218,actress,[""Quail Mother""]),(nm1028218,actress,[""Quail Mother""]),(nm1028218,actress,[""Female Pheasant""]),(nm1028218,actress,[""Female Pheasant""]),(nm1028730,actress,\N),(nm1028730,actress,\N),(nm0152398,actress,\N),(nm0152398,actress,\N),(nm1036395,actress,\N),(nm1036395,actress,\N),(nm0201428,actress,[""Birds""]),(nm0201428,actress,[""Birds""]),(nm0205561,actor,[""Adolescent Thumper""]),(nm0205561,actor,[""Adolescent Thumper""]),(nm0205561,actor,[""Adolescent Flower""]),(nm0205561,actor,[""Adolescent Flower""])"
tt0037731	The Enchanted Sword	Garbancito de la Mancha	1945	74	Adventure,Animation,Musical	5.5	96	nm0603852,nm0087943	nm0671453,nm7392457,nm7392458,nm7392459	"(nm0176488,actress,[""Chirili""]),(nm5611736,actress,[""Hada parlanchina""]),(nm5611736,actress,[""Mujer der pueblo #2""]),(nm0299574,actor,[""Irascible leñador""]),(nm0308505,actor,[""Caramanca""]),(nm5611531,actor,[""Forastero charlatán""]),(nm0699781,actor,[""Manazas""]),(nm0699781,actor,[""Hombre del pueblo #1""]),(nm0884613,actress,[""Hada mágica""]),(nm0884613,actress,[""Mujer del pueblo #1""]),(nm0885067,actor,[""Hombre del pueblo #2""])"
tt0038166	The Three Caballeros	The Three Caballeros	1944	71	Animation,Comedy,Family	6.3	16334	nm0272568,nm0314671,nm0455741,nm0730860,nm0949597	nm0109205,nm0855804,nm0780799,nm0670328,nm0942723,nm0687624,nm0931614,nm0183183,nm0174974,nm0091069,nm0335469,nm0400056,nm0810324	"(nm0592058,actress,[""Yaya""]),(nm0596663,actress,[""Mexico Girl""]),(nm0527741,actress,[""Mexico Girl""]),(nm0001359,actor,[""Prof. Holloway""]),(nm0621699,actor,[""Donald Duck""]),(nm0304881,actor,[""Panchito""]),(nm0647057,actor,[""José Carioca""]),(nm0334035,actor,[""Narrator""]),(nm0793195,actor,[""Narrator (segment 'The Flying Gauchito')""]),(nm0024024,actor,\N)"
tt0038541	Magic Lighter	Fyrtøjet	1946	71	Animation,Fantasy,Romance	6.4	66	nm0582544	nm0026153,nm0655631,nm0869477	"(nm0717086,actor,[""Soldaten""]),(nm0379341,actress,[""Prinsessen""]),(nm0373787,actor,[""Kongen""]),(nm0526192,actress,[""Heksen""]),(nm0287582,actor,[""Astrologen""]),(nm0111010,actor,\N),(nm0600363,actor,\N),(nm0512538,actress,\N),(nm0599309,actor,\N),(nm0502209,actress,\N)"
tt0038718	Make Mine Music	Make Mine Music	1946	75	Adventure,Animation,Comedy	6.1	5243	nm0179994,nm0314671,nm0455741,nm0527217,nm0575008	nm0109205,nm0400056,nm0455733,nm0906929,nm0649603,nm0789693,nm0348687,nm0390839,nm0373429,nm0672093,nm0447039,nm0091069,nm0931614,nm0550581,nm0334030,nm0006241,nm0850895,nm0857203,nm3085481	"(nm0248904,actor,[""Narrator""]),(nm0248904,actor,[""Willie""]),(nm0248904,actor,[""Whitey""]),(nm0794918,actress,\N),(nm0028739,actress,[""Andrews Sisters""]),(nm0028782,actress,[""Andrews Sisters""]),(nm0028809,actress,[""Andrews Sisters""]),(nm0329015,actor,[""Bandleader""]),(nm0173160,actor,[""Narrator (segment \""Casey at the Bat\"")""]),(nm0750991,actor,\N),(nm0001359,actor,[""Narrator (segment \""Peter and the Wolf\"")""]),(nm0722656,actress,[""Silhouetted Dancer""])"
tt0038969	Song of the South	Song of the South	1946	94	Animation,Comedy,Family	6.9	15930	nm0287836,nm0414144	nm0721468,nm0335577,nm0710683,nm0364873,nm0670328,nm0942723,nm0821707	"(nm0913095,actress,[""Sally""]),(nm0237985,actor,[""Johnny""]),(nm0059934,actor,[""Uncle Remus""]),(nm0059934,actor,[""Br'er Fox (voice)""]),(nm0666087,actress,[""Ginny""]),(nm0914778,actress,[""Grandmother""]),(nm0567408,actress,[""Aunt Tempy""]),(nm0738186,actor,[""John""]),(nm0498621,actor,[""Toby""]),(nm0275997,actress,[""Mrs. Favers""]),(nm0113035,actress,[""Maid""])"
tt0039404	Fun and Fancy Free	Fun & Fancy Free	1947	73	Adventure,Animation,Comedy	6.3	9976	nm0455741,nm0527217,nm0605093,nm0730860	nm0109205,nm0716206,nm0780799,nm0634486,nm0214111,nm0649603,nm0507760,nm0159767,nm0183183,nm0373429,nm0670328,nm0727370,nm0850895	"(nm0001944,actor,[""Edgar Bergen""]),(nm0001944,actor,[""Charlie McCarthy""]),(nm0001944,actor,[""Mortimer Snerd""]),(nm0794918,actress,[""Dinah Shore - Narrator""]),(nm0666087,actress,[""Luana""]),(nm0329993,actress,[""Singing Harp""]),(nm0249893,actor,[""Jiminy Cricket""]),(nm0317970,actor,[""Willie the Giant""]),(nm0621699,actor,[""Donald Duck""]),(nm0621699,actor,[""Cat""]),(nm1114715,actor,[""Singers""]),(nm1138157,actress,[""Singers""]),(nm0823380,actor,[""The Starlighters""])"
tt0040083	A Happy Vacation	Alegres vacaciones	1948	73	Animation	5.6	17	nm0087943,nm0603852	nm0087943,nm0603852,nm0708518	
tt0040215	Les casse-pieds	Les casse-pieds	1948	71	Animation,Comedy,Romance	6.6	104	nm0238810	nm0637660,nm0455512,nm7698361	"(nm0637660,actor,[""Lecturer""]),(nm0088396,actor,[""Bernard""]),(nm0864397,actor,[""Jean""]),(nm0190595,actor,[""Henri""]),(nm0221787,actor,[""L'employé du gaz""]),(nm0222165,actress,[""Marguerite""]),(nm0086994,actor,[""Thomas""]),(nm0291289,actor,[""Le blagueur""]),(nm0703358,actor,[""Le postillonneur""]),(nm0560377,actor,[""L'industriel""])"
tt0040580	Melody Time	Melody Time	1948	75	Animation,Comedy,Family	6.1	7381	nm0314671,nm0414144,nm0455741,nm0527217	nm0382548,nm0672093,nm0716206,nm0109205,nm0027011,nm0780799,nm0727370,nm0183183,nm0778852,nm0550581,nm0600954,nm0906929,nm0334517	"(nm0001678,actor,[""Roy Rogers""]),(nm0001678,actor,[""Narrator (segment \""Pecos Bill\"")""]),(nm1022326,actor,[""Trigger The Smartest Horse in the Movies""]),(nm0206376,actor,[""Narrator""]),(nm0206376,actor,[""Johnny Appleseed""]),(nm0206376,actor,[""Johnny Appleseed's Angel""]),(nm0028739,actress,[""Andrews Sisters""]),(nm0028782,actress,[""Andrews Sisters""]),(nm0028809,actress,[""Andrews Sisters""]),(nm1458580,actor,[""Fred Waring and His Pennsylvanians""]),(nm0808179,actress,[""self - Organist""]),(nm0486387,actress,[""Frances Langford""])"
tt0041094	The Adventures of Ichabod and Mr. Toad	The Adventures of Ichabod and Mr. Toad	1949	68	Animation,Comedy,Family	6.8	18990	nm0019282,nm0314671,nm0455741	nm0410331,nm0334370,nm0672093,nm0382548,nm0727370,nm0780799,nm0109205,nm0716206	"(nm0001078,actor,[""Relating the Story of Ichabod Crane""]),(nm0001651,actor,[""Narrating the Story of Mr. Toad""]),(nm0001651,actor,[""Policeman""]),(nm0089314,actor,[""Mr. Toad""]),(nm0572689,actor,[""Prosecutor""]),(nm0641729,actor,[""Cyril Proudbottom""]),(nm0132321,actor,[""Mole""]),(nm0335296,actor,[""Angus MacBadger""]),(nm0021502,actor,[""Water Rat""]),(nm0722640,actor,[""Additional voices""]),(nm0173416,actor,[""Ichabod Crane (screaming)""]),(nm0173416,actor,[""Ichabod Crane (screaming)""]),(nm0173416,actor,[""Other Townspeople""]),(nm0173416,actor,[""Other Townspeople""])"
tt0041139	Aventuras de Esparadrapo	Aventuras de Esparadrapo	1949	60	Adventure,Animation	2.1	24	nm0248394	nm0050804,nm0248394	(nm0075925,actor,\N),(nm0174537,actress,\N),(nm0246675,actress,\N),(nm0692383,actor,\N),(nm0797290,actress,\N),(nm0844766,actor,\N),(nm0855359,actor,\N),(nm0898040,actor,\N)
tt0041823	The Singing Princess	La rosa di Bagdad	1949	76	Animation,Family,Fantasy	6.6	317	nm0231401	nm7678021,nm0207772,nm0231401,nm0536617,nm0536641	"(nm0796222,actor,[""Narrator""]),(nm2105276,actress,[""Princess Zeila""]),(nm0659484,actor,[""Sheikh Jafar""]),(nm0188133,actor,[""Calif Oman""]),(nm0078643,actor,[""Zizibé - Minister of Health""]),(nm0780012,actress,[""Fatima""]),(nm0547693,actress,[""Amins Mother""]),(nm0311165,actor,[""The Grand Kadi""]),(nm0754993,actress,[""Black Woman at the Fountain""]),(nm2100108,actress,[""Princess Zeila""])"
tt0041890	So Dear to My Heart	So Dear to My Heart	1948	79	Animation,Drama,Family	6.7	1775	nm0776838,nm0527217	nm0061510,nm0710683,nm0780799,nm0636068,nm0204618,nm0027011,nm0670328	"(nm0412322,actor,[""Uncle Hiram Douglas""]),(nm0094135,actress,[""Granny Kincaid""]),(nm0237985,actor,[""Jeremiah 'Jerry' Kincaid""]),(nm0666087,actress,[""Tildy""]),(nm0002503,actor,[""Head Judge at County Fair""]),(nm0094022,actor,[""Pete Grundy - Storekeeper""]),(nm0812040,actor,[""Grampa Meeker""]),(nm0932403,actor,[""Mr. Burns - Horse Trainer""]),(nm0172687,actor,[""Judge""]),(nm0063619,actor,[""Jeremiah as an Adult - Narrator""])"
tt0042332	Cinderella	Cinderella	1950	74	Animation,Family,Fantasy	7.3	180586	nm0314671,nm0414144,nm0527217	nm0674518,nm0670328,nm0672093,nm0780799,nm0382548,nm0109205,nm0716206,nm0027011,nm0727370,nm0710683,nm0850895	"(nm0940627,actress,[""Cinderella""]),(nm0531763,actor,[""Jaq""]),(nm0531763,actor,[""Gus""]),(nm0531763,actor,[""Bruno""]),(nm0041598,actress,[""Lady Tremaine""]),(nm0271658,actress,[""Fairy Godmother""]),(nm0238855,actress,\N),(nm0931521,actress,[""Drizella""]),(nm0822492,actress,\N),(nm0887887,actor,[""King""]),(nm0887887,actor,[""Grand Duke""]),(nm0054036,actor,[""Doorman""]),(nm0088520,actress,[""Anastasia""])"
tt0043163	Once Upon a Time...	Érase una vez	1950	90	Animation,Comedy,Family	6.2	70	nm0671177,nm0260322	nm0032719,nm0328013,nm0674518	"(nm0884613,actress,[""Cenicienta""]),(nm0299574,actor,[""Scariet""]),(nm0815009,actor,[""Narrador""]),(nm0176488,actress,[""Raúl""]),(nm0056926,actress,[""Madrastra""]),(nm11567093,actress,[""Rebeca""]),(nm0244458,actress,[""Clorinda""]),(nm0308360,actress,[""Madrina""]),(nm0880542,actor,[""Príncipe""]),(nm0034907,actor,[""Conde de Aubanell""])"
tt0043274	Alice in Wonderland	Alice in Wonderland	1951	75	Adventure,Animation,Comedy	7.3	160231	nm0314671,nm0414144,nm0527217,nm0455741	nm0140902,nm0382548,nm0780799,nm0670328,nm0672093,nm0727370,nm0052520,nm0183183,nm0447039,nm0335469,nm0400056,nm0174974,nm0649603,nm0906929,nm0404717	"(nm0064607,actress,[""Alice""]),(nm0943956,actor,[""Mad Hatter""]),(nm0370821,actor,[""Caterpillar""]),(nm0001359,actor,[""Cheshire Cat""]),(nm0173160,actor,[""March Hare""]),(nm0271658,actress,[""Queen of Hearts""]),(nm0641729,actor,[""Walrus""]),(nm0641729,actor,[""Carpenter""]),(nm0641729,actor,[""Dee""]),(nm0859892,actor,[""White Rabbit""]),(nm0859892,actor,[""Dodo""]),(nm0029456,actress,[""Alice's Sister""]),(nm0444012,actor,[""Doorknob""])"
tt0043410	The Emperor's Nightingale	Císaruv slavík	1949	55	Animation,Family,Fantasy	6.7	480	nm0873240,nm0538709	nm0026153,nm0873240,nm0106404,nm0628709,nm0168413,nm0569333	"(nm0665697,actress,[""The Girl""]),(nm0811891,actor,[""The Boy""]),(nm1778560,actor,[""Chorus""]),(nm0000472,actor,[""Narrator""]),(nm0000472,actor,[""Narrator""])"
tt0044414	The Curious Adventures of Mr. Wonderbird	La bergère et le ramoneur	1952	63	Animation,Comedy,Fantasy	7.1	315	nm0342156	nm0026153,nm0342156,nm0699535	"(nm0105482,actor,[""L'oiseau""]),(nm0000733,actress,[""La bergère""]),(nm0716577,actor,[""Le ramoneur""]),(nm0012451,actor,[""The King""]),(nm0012451,actor,[""The King""]),(nm0088436,actor,[""L'aveugle""]),(nm0001954,actress,[""Sheperdess""]),(nm0001954,actress,[""Sheperdess""]),(nm0167339,actor,[""The Blind Man""]),(nm0167339,actor,[""The Blind Man""]),(nm0214025,actor,[""Le haut hurleur""]),(nm0219087,actor,[""Le chef de la police""]),(nm0001186,actor,[""The Chimney Sweep""]),(nm0001186,actor,[""The Chimney Sweep""])"
tt0045040	A Treasure on Bird Island	Poklad Ptacího ostrova	1952	75	Animation	6.9	132	nm0954724	nm0398681,nm1785781,nm0954724	(nm1785269,actress,\N),(nm1227995,actor,\N)
tt0045160	The Snow Maiden	Snegurochka	1952	67	Animation,Fantasy,Musical	6.9	399	nm0811102,nm0412108	nm0412108,nm0503070,nm0652534,nm0811102	"(nm8301004,actress,[""Lel""]),(nm9849358,actor,[""Moroz""]),(nm1118949,actress,[""Snegurochka""]),(nm1579457,actor,[""Bobyl""])"
tt0046183	Peter Pan	Peter Pan	1953	77	Adventure,Animation,Family	7.3	159304	nm0314671,nm0414144,nm0527217,nm0455741	nm0057381,nm0780799,nm0672093,nm0670328,nm0382548,nm0727370,nm0052520,nm0942723,nm0183183,nm0159767	"(nm0237985,actor,[""Peter Pan""]),(nm0064607,actress,[""Wendy Darling""]),(nm0175788,actor,[""Captain Hook""]),(nm0175788,actor,[""Mr. Darling""]),(nm0859892,actor,[""Mr. Smee""]),(nm0859892,actor,[""Pirates""]),(nm0029456,actress,[""Mrs. Darling""]),(nm0172598,actor,[""John Darling""]),(nm0527220,actor,[""Michael Darling""]),(nm0133752,actor,[""Indian Chief""]),(nm0007218,actor,[""Narrator""]),(nm0243425,actor,\N)"
tt0046300	The Seven Ravens	Die sieben Raben	1937	53	Animation,Fantasy	7.1	124	nm0225950,nm2488263	nm0225970,nm0342278,nm0342303	
tt0047834	Animal Farm	Animal Farm	1954	72	Animation,Drama	7.2	20033	nm0060742,nm0354691	nm0000567,nm0937852,nm0532063,nm8227431,nm0354691,nm0060742,nm0372677,nm1157821	"(nm0372649,actor,[""Narrator""]),(nm0219062,actor,[""All Animals""])"
tt0048280	Lady and the Tramp	Lady and the Tramp	1955	76	Adventure,Animation,Comedy	7.3	155072	nm0314671,nm0414144,nm0527217,nm0194018	nm0338950,nm0672093,nm0727370,nm0942723,nm0196119,nm0159767,nm0335469,nm0400056,nm0670328,nm0689679,nm0850895,nm3085481	"(nm0524853,actress,[""Lady""]),(nm0731333,actor,[""The Tramp""]),(nm0498007,actress,[""Darling""]),(nm0498007,actress,[""Si""]),(nm0498007,actress,[""Am""]),(nm0859892,actor,[""Jock""]),(nm0859892,actor,[""Bull - the Bull Terrier""]),(nm0859892,actor,[""Policeman at Zoo""]),(nm0061649,actor,[""Trusty""]),(nm0271658,actress,[""Aunt Sarah""]),(nm0321473,actor,[""Tony""]),(nm0587679,actor,[""Jim Dear""]),(nm0587679,actor,[""Dog Catcher""]),(nm0292677,actor,[""Beaver""]),(nm0715284,actor,[""Boris""])"
tt0049367	Invitation to the Dance	Invitation to the Dance	1956	93	Animation,Fantasy,Music	6.4	1085	nm0000037,nm0053484,nm0360253	nm0000037	"(nm0000037,actor,[""The Clown in 'Circus'""]),(nm0000037,actor,[""The Marine in 'Ring Around the Rosy'""]),(nm0000037,actor,[""Sinbad in 'Sinbad the Sailor'""]),(nm0950343,actor,[""The Lover in 'Circus'""]),(nm0950343,actor,[""The Artist in 'Ring Around the Rosy'""]),(nm1128760,actress,[""The Loved in 'Circus'""]),(nm0869565,actress,[""The Girl on the Stairs in 'Ring Around the Rosy'""]),(nm0010909,actress,[""The Hatcheck Girl in 'Ring Around the Rosy'""]),(nm0707720,actor,[""The Sharpie in 'Ring Around the Rosy'""]),(nm0067927,actress,[""The Femme Fatale in 'Ring Around the Rosy'""]),(nm0658816,actor,[""The Husband in 'Ring Around the Rosy'""]),(nm0197666,actress,[""The Wife in 'Ring Around the Rosy'""]),(nm0078820,actress,[""The Model in 'Ring Around the Rosy'""])"
tt0050410	The Dynamite Brothers	I fratelli Dinamite	1949	85	Animation	6.5	64	nm0656554	nm0656554,nm0656555	"(nm0798570,actor,[""Narrator""])"
tt0050604	The Hunchback Horse	Konyok-Gorbunok	1947	57	Adventure,Animation,Family	7.3	1213	nm0811102,nm0343048,nm0412108	nm1591054,nm0690127,nm0747606,nm3362704	"(nm0155955,actor,[""Chtets""]),(nm0155955,actor,[""Chtets""]),(nm11038085,actor,[""Humpbacked Horse""]),(nm11038085,actor,[""Humpbacked Horse""]),(nm0473393,actor,[""Gavrilo""]),(nm0473393,actor,[""Gavrilo""]),(nm0587711,actor,[""Tzar""]),(nm0587711,actor,[""Tzar""]),(nm0637276,actress,[""Tzar-devitsa""]),(nm0637276,actress,[""Tzar-devitsa""]),(nm0685236,actor,[""Danilo""]),(nm0685236,actor,[""Danilo""]),(nm0818248,actress,[""Ivan""]),(nm0818248,actress,[""Ivan""]),(nm0900120,actor,[""Spalnik""]),(nm0900120,actor,[""Spalnik""]),(nm0947746,actress,[""Mare""]),(nm0947746,actress,[""Mare""])"
