tconst	primaryTitle	originalTitle	startYear	runtimeMinutes	genres	averageRating	numVotes	directors	writers	person
tt0416908	Laura's Star	Lauras Stern	2004	75	Animation,Family,Fantasy	6.3	833	nm0753032,nm0745199	nm1672103,nm0753032,nm0317453,nm1659721,nm1661171,nm0745199,nm0775379	"(nm1748846,actress,[""Laura""]),(nm1927360,actor,[""Tommy""]),(nm1154603,actor,[""Max""]),(nm0351534,actress,[""Mama""]),(nm0003492,actor,[""Papa""]),(nm0634663,actor,[""Mechanische Katze""]),(nm0634663,actor,[""Bär""]),(nm1280938,actor,[""Mini Hase""]),(nm0559837,actress,[""Sonne""]),(nm0280132,actor,[""Mond""]),(nm0902285,actor,[""Hausmeister""])"
tt0418602	Turma da Mônica em Cine Gibi: O Filme	Turma da Mônica em Cine Gibi: O Filme	2004	72	Animation,Comedy,Family	6.4	394	nm1672034	nm1714226,nm1715510,nm1720839,nm1720889,nm1672034,nm1720910,nm1718054,nm1718057	"(nm2403111,actor,[""Franjinha""]),(nm2400035,actress,[""Mônica""]),(nm2404064,actor,[""Cascão""]),(nm2400306,actress,[""Magali""]),(nm1736745,actress,[""Cebolinha""])"
tt0418867	Hammerboy	Mangchi	2003	80	Action,Adventure,Animation	5.2	131	nm1669021	nm1672097,nm1676194,nm1251677,nm1676209,nm1346689	"(nm1675167,actress,[""Mangchi""]),(nm1675167,actress,[""Hammerboy""]),(nm1668767,actress,[""Princess Poplar""]),(nm1668523,actor,[""Grandfather""]),(nm1674931,actor,[""Moonk""]),(nm1671295,actress,[""Aeng-du""]),(nm2059327,actor,[""Additional Voices""]),(nm2059327,actor,[""Additional Voices""]),(nm0600421,actor,[""Pultaco""]),(nm0600421,actor,[""Pultaco""]),(nm0337751,actor,[""Moonk""]),(nm0337751,actor,[""Moonk""]),(nm1503539,actress,[""Angdu's Mother""]),(nm1503539,actress,[""Angdu's Mother""]),(nm1137127,actor,[""Additional Voices""]),(nm1137127,actor,[""Additional Voices""])"
tt0419073	Princess	Princess	2006	82	Action,Animation,Drama	6.7	2872	nm0605186	nm1232670,nm0605186	"(nm0511892,actor,[""August""]),(nm0159907,actress,[""Christina""]),(nm0034366,actor,\N),(nm1477854,actor,\N),(nm2857513,actor,\N),(nm0179828,actress,[""Luder i bil""]),(nm0245427,actress,[""Mor""]),(nm1549487,actress,[""Mia""]),(nm1549488,actress,\N),(nm0409745,actor,[""Caretaker""])"
tt0419165	The Steam-Driven Adventures of Riverboat Bill	The Steam-Driven Adventures of Riverboat Bill	1986	73	Animation,Family,Fantasy	6.3	26	nm1419274	nm0337730	(nm0191816,actress,\N),(nm0360331,actor,\N),(nm0861930,actor,\N),(nm1668735,actor,\N),(nm1668739,actor,\N)
tt0419499	Bhagmati	Bhagmati	2005	160	Animation,Drama,History	6.2	72	nm1539748	nm1539748	"(nm0007102,actress,[""Bhagmati""]),(nm0813763,actor,[""Prince Quli Qutb Shah""]),(nm0004468,actor,\N),(nm0004564,actress,[""Special Appearance (Dance)""]),(nm1539748,actor,[""Professor""]),(nm0154274,actress,[""Animated Bhagmati""]),(nm10711926,actor,[""Young boy with news paper""]),(nm1922814,actor,\N)"
tt0419704	Donkey Xote	Donkey Xote	2007	90	Adventure,Animation,Comedy	4.5	2330	nm1160071	nm0148859,nm1041140,nm1157609	"(nm0317790,actor,[""Quijote""]),(nm0119174,actor,[""Sancho""]),(nm1229738,actor,[""Rucio""]),(nm1511830,actor,[""Rocinante""]),(nm1409021,actress,[""Duquesa""]),(nm0071243,actor,[""Duque""]),(nm1700708,actor,[""James Gallo""]),(nm0333466,actor,[""Sansón""]),(nm0333466,actor,[""Siniestro""]),(nm2713448,actress,[""Altisidora""]),(nm0421071,actor,[""Avellaneda""])"
tt0419954	McDull, Prince de la Bun	Mak Dau: Bo lo yau wong ji	2004	73	Animation,Comedy,Drama	7.1	608	nm1211088	nm1210215,nm1212034	"(nm1380653,actor,[""Young McDull""]),(nm9023068,actor,[""Advertiser for burial plot""]),(nm0490489,actor,[""McBing, McDull's father""]),(nm10038034,actor,[""McDull (Adult)""]),(nm0510950,actress,[""Mrs. Mc""]),(nm0938893,actor,[""Principal""])"
tt0420076	Pokémon: Jirachi - Wish Maker	Gekijouban Poketto monsutâ Adobansu jenerêshon: Nanayo no negaiboshi Jirâchi	2003	81	Action,Adventure,Animation	5.7	4871	nm0951197,nm0835688	nm0814473	"(nm0559551,actress,[""Satoshi""]),(nm0853301,actress,[""Ash Ketchum""]),(nm0853301,actress,[""Ash Ketchum""]),(nm0853301,actress,[""May""]),(nm0853301,actress,[""May""]),(nm0835688,actor,[""Brock""]),(nm0835688,actor,[""Brock""]),(nm0835688,actor,[""James""]),(nm0835688,actor,[""James""]),(nm0835688,actor,[""Absol""]),(nm0835688,actor,[""Absol""]),(nm0649026,actress,[""Pikachu""]),(nm0006851,actor,[""Meowth""]),(nm0006851,actor,[""Meowth""]),(nm0006851,actor,[""Magma Scientist #2""]),(nm0006851,actor,[""Magma Scientist #2""]),(nm0879936,actor,[""Takeshi""]),(nm0879936,actor,[""Sonans""]),(nm1065656,actress,[""Haruka""]),(nm0510418,actress,[""Jessie""]),(nm0510418,actress,[""Jessie""]),(nm0510418,actress,[""Torchic""]),(nm0510418,actress,[""Torchic""]),(nm0083671,actress,[""Max""]),(nm0083671,actress,[""Max""]),(nm0945238,actress,[""Masato""])"
tt0420238	The Tale of Despereaux	The Tale of Despereaux	2008	93	Adventure,Animation,Comedy	6.1	40720	nm0271402,nm0828207	nm1164216,nm0002657,nm0574509,nm0899531	"(nm0000111,actor,[""Despereaux""]),(nm0914612,actress,[""Princess Pea""]),(nm0000163,actor,[""Roscuro""]),(nm0001808,actress,[""Miggery Sow""]),(nm0000177,actor,[""Andre""]),(nm0000513,actor,[""Lester""]),(nm0001804,actor,[""Boldo""]),(nm0001354,actor,[""Botticelli""]),(nm0001059,actor,[""Gregory""]),(nm0355024,actor,[""Furlough""])"
tt0422446	The Sparrow in the Pumpkin	Hyotan suzume	1959	55	Animation,Drama,Family	5.2	20	nm0948439	\N	"(nm0442815,actor,[""Narrator""])"
tt0422702	Mazinkaiser vs. Great General of Darkness	Majinkaiza: Shitô! Ankoku dai shôgun	2003	60	Action,Animation,Fantasy	6.8	182	nm1496044	nm1703680,nm0619076,nm1862473	"(nm14613307,actress,[""Additional Voices""]),(nm14613307,actress,[""Additional Voices""]),(nm0014472,actress,[""Shiro Kabuto""]),(nm9261313,actor,[""Birdler""]),(nm9261313,actor,[""Birdler""]),(nm9261313,actor,[""Dr. Nossori""]),(nm9261313,actor,[""Dr. Nossori""]),(nm11111075,actor,[""Koji Kabuto""]),(nm11111075,actor,[""Koji Kabuto""]),(nm14259798,actor,[""Captain""]),(nm14259798,actor,[""Captain""]),(nm14259798,actor,[""Dr. Sewashi""]),(nm14259798,actor,[""Dr. Sewashi""]),(nm14259798,actor,[""Ralgos""]),(nm14259798,actor,[""Ralgos""]),(nm5307340,actor,[""Julicaesar""]),(nm5307340,actor,[""Julicaesar""]),(nm5307340,actor,[""Crewman A""]),(nm5307340,actor,[""Crewman A""]),(nm1727087,actor,[""Draydou""]),(nm1727087,actor,[""Draydou""]),(nm1177016,actor,[""Archduke Gorgon""]),(nm4753812,actress,[""Jun Hono""]),(nm4753812,actress,[""Jun Hono""]),(nm4753812,actress,[""Robot A""]),(nm4753812,actress,[""Robot A""]),(nm3139597,actor,[""Dante""]),(nm3139597,actor,[""Dante""]),(nm3139597,actor,[""Gratonios""]),(nm3139597,actor,[""Gratonios""])"
tt0422875	Delinquent in Drag	Oira sukeban	1992	60	Action,Animation,Comedy	5.2	60	\N	nm0619076	"(nm0256607,actress,[""Tomoe's Mother""]),(nm0394723,actor,[""Tochinta Tomoe""]),(nm0559567,actor,[""Rentan""]),(nm0361727,actress,[""Otoko Dan""]),(nm0794054,actor,[""Yochien Fujimura""]),(nm0848987,actor,[""Bankaku Suke""]),(nm0593911,actress,[""Kanko""]),(nm0879486,actress,[""Suke Banchiyo""]),(nm0945208,actress,[""Eliza""]),(nm0945322,actor,[""Suke Banji""])"
tt0423294	Surf's Up	Surf's Up	2007	85	Adventure,Animation,Comedy	6.7	96289	nm0105169,nm0118333	nm0722610,nm0105169,nm0118333,nm1074134,nm0996099,nm2558161	"(nm0479471,actor,[""Cody Maverick""]),(nm0221046,actress,[""Lani Aliikai""]),(nm1417647,actor,[""Chicken Joe""]),(nm0000313,actor,[""Zeke 'Big Z' Topanga""]),(nm0000313,actor,[""'Geek'""]),(nm0000249,actor,[""Reggie Belafonte""]),(nm0046033,actor,[""Tank 'The Shredder' Evans""]),(nm0134647,actor,[""Mikey Abromowitz""]),(nm0005440,actor,[""Kelly""]),(nm0532499,actor,[""Rob""]),(nm1679085,actor,[""SPEN Announcer""])"
tt0424095	Flushed Away	Flushed Away	2006	85	Action,Adventure,Animation	6.6	144065	nm0101047,nm0271402	nm0166074,nm0478588,nm0515941,nm0444653,nm0204030,nm0271402,nm0520485,nm0101047,nm0279729,nm0414608,nm0638586,nm0003201	"(nm0413168,actor,[""Roddy""]),(nm0000701,actress,[""Rita""]),(nm0005212,actor,[""The Toad""]),(nm0000606,actor,[""Le Frog""]),(nm0631490,actor,[""Whitey""]),(nm0785227,actor,[""Spike""]),(nm0724986,actor,[""Sid""]),(nm0121755,actress,[""Rita's Mum""]),(nm0837064,actor,[""Rita's Dad""]),(nm0546816,actress,[""Rita's Grandma""])"
tt0424488	Teo, cazador intergaláctico	Teo, cazador intergaláctico	2004	80	Adventure,Animation,Comedy	6.5	45	nm1785612,nm1890375	nm0060275,nm0481345,nm1896489	"(nm0138612,actor,[""Voice""]),(nm1717104,actor,\N),(nm0336402,actor,[""Voice""]),(nm1716758,actor,\N),(nm1717244,actor,\N),(nm1717157,actor,\N),(nm1714840,actor,\N),(nm1717413,actor,\N)"
tt0424958	Disaster!	Disaster!	2005	83	Animation,Comedy,Sci-Fi	4.9	1427	nm0939986	nm1726901,nm1726915	"(nm0191906,actor,[""Harry Bottoms""]),(nm0191906,actor,[""Guy Kirk""]),(nm0191906,actor,[""Narrator""]),(nm0607703,actor,[""General Washington""]),(nm0607703,actor,[""The President""]),(nm0542706,actor,[""Jean-Paul Bidet""]),(nm0542706,actor,[""B-M Man""]),(nm0533111,actor,[""V.D. Johnson""]),(nm0533111,actor,[""Astronomer""]),(nm0253479,actress,[""Sandy Mellons""]),(nm0253479,actress,[""Kid on Lava""]),(nm2789742,actress,[""Hanukah Jonze""]),(nm0802280,actor,[""Donkey Dixon""]),(nm0847259,actor,[""Houston""]),(nm1726915,actor,[""Dr. Steven Mocking""])"
tt0425648	Whitepaddy	Whitepaddy	2006	90	Animation,Drama,Fantasy	5.5	119	nm0314250	nm0314250	"(nm0000145,actress,[""Karen Greenly""]),(nm0000956,actress,[""Mae Evans""]),(nm0004991,actor,[""Marshall Evans""]),(nm0516272,actor,[""Stefano""]),(nm0933281,actress,[""Aunt Tiny""]),(nm0000947,actress,[""Mrs. Leider""]),(nm0000717,actor,[""Hank""]),(nm1735127,actress,[""Christmas""]),(nm0420384,actor,[""Mikey""]),(nm1537243,actress,[""Lindy""])"
tt0426315	Wolf Tracer's Dinosaur Island	Wolf Tracer's Dinosaur Island	2004	45	Action,Adventure,Animation	1.7	183	nm1281257	nm0249376,nm1281257	"(nm0000434,actor,[""Blake""]),(nm0915574,actress,[""Troy""]),(nm0029460,actor,[""Clive""]),(nm0238004,actor,[""Jack""]),(nm0532678,actor,[""Captain Blood""])"
tt0427580	Mécanix	Mécanix	2003	70	Animation,Fantasy,Horror	6.2	184	nm1760798	nm1764406,nm1760798	"(nm1144903,actor,[""Man""]),(nm2765225,actress,[""Woman""]),(nm2765225,actress,[""Embryo""]),(nm1764727,actor,[""Guinea Pig #1""]),(nm1764727,actor,[""Prisoner""])"
tt0428646	Hui Buh: Das Schlossgespenst	Hui Buh: Das Schlossgespenst	2006	103	Adventure,Animation,Comedy	4.8	3363	nm0631093	nm0004308,nm1743403,nm0631093	"(nm0378660,actor,[""Hui Buh""]),(nm0378660,actor,[""Ritter Balduin""]),(nm0378698,actor,[""König Julius der 111""]),(nm0538443,actress,[""Leonora Gräfin zu Etepetete""]),(nm1096039,actress,[""Konstanzia""]),(nm0003818,actor,[""Daalor""]),(nm0003818,actor,[""Ritter Adolar""]),(nm0163583,actor,[""Kastellan""]),(nm0442622,actor,[""Charles""]),(nm0442622,actor,[""Stimme im Brunnen""]),(nm1229633,actor,[""Tommy""]),(nm0905061,actor,[""Major Servatius Sebaldus""]),(nm0228557,actor,[""Dicker Geisterjäger""])"
tt0429589	The Ant Bully	The Ant Bully	2006	88	Adventure,Animation,Comedy	5.8	43031	nm0204884	nm0204884,nm1752042	"(nm0316079,actor,[""Stan Beals""]),(nm0000115,actor,[""Zoc""]),(nm0000210,actress,[""Hova""]),(nm0000658,actress,[""Queen""]),(nm0878940,actor,[""Lucas Nickle""]),(nm0005093,actress,[""Kreela""]),(nm0132257,actor,[""Fugax""]),(nm0005499,actress,[""Mommo""]),(nm0652783,actress,[""Doreen Nickle""]),(nm0588777,actor,[""Fred Nickle""])"
tt0430293	The Legend of the Sky Kingdom	The Legend of the Sky Kingdom	2003	73	Adventure,Animation,Family	6.3	72	nm1776878	nm0192424	"(nm1747768,actress,[""Blockhead""]),(nm1748478,actress,[""Squidge""]),(nm1747943,actor,[""Lucky""]),(nm1748634,actor,[""Italiano""]),(nm1751002,actor,[""Badza""]),(nm5921357,actor,[""Clapero""])"
tt0430377	Muhammad: The Last Prophet	Muhammad: The Last Prophet	2002	95	Animation,Biography,Drama	7.5	1600	nm0723704	nm1270819	"(nm0252832,actor,[""Abu Sufyan ibn Harb""]),(nm0258268,actor,[""Abu Jahl""]),(nm0258268,actor,[""Tribal Leader #2""]),(nm0258268,actor,[""Counselor""]),(nm1747300,actor,[""Abu Talib ibn Abd al-Muttalib""]),(nm6075360,actor,[""Abu Lahab""]),(nm6075360,actor,[""Tribal Leader #1""]),(nm6075361,actor,[""Waraka ibn Nawfal""]),(nm6075361,actor,[""Umayyah ibn Khalaf""]),(nm6075361,actor,[""Soothsayer""]),(nm6075362,actor,[""Al-Walid""]),(nm0090464,actor,[""Amr Ibn Alas""]),(nm0090464,actor,[""The Spy""]),(nm2706829,actor,[""Karhlid""]),(nm2706829,actor,[""Voice""]),(nm6075365,actor,[""Hamzah""]),(nm6075365,actor,[""Yasir""]),(nm6075365,actor,[""Tribal Leader #5""]),(nm1270819,actor,[""Malek""]),(nm1270819,actor,[""Suhayl""])"
tt0430403	Neznaika i Barrabass	Neznaika i Barrabass	2004	80	Adventure,Animation	6.0	65	\N	\N	(nm1725727,actor,\N)
tt0430779	Everyone's Hero	Everyone's Hero	2006	87	Adventure,Animation,Comedy	5.7	10041	nm0103595,nm0001659,nm0820800	nm0476051,nm2090115,nm2342369	"(nm1545471,actor,[""Yankee Irving""]),(nm0001133,actor,[""Babe Ruth""]),(nm0000155,actress,[""Darlin'""]),(nm1408394,actor,[""Officer Bryant""]),(nm1408394,actor,[""Additional Voices""]),(nm1735042,actress,[""Rosetta Brewster""]),(nm2375398,actor,[""Sandlot Kid #1""]),(nm2374570,actor,[""Sandlot Kid #2""]),(nm0364814,actor,[""Announcer""]),(nm1159180,actor,[""Hobo Louie""]),(nm0406320,actor,[""Conductors""]),(nm0406320,actor,[""Umpire""])"
tt0431684	The Day the Earth Moved	Chikyû ga ugoita hi	1997	76	Animation,History	6.2	31	nm0331834	nm1764897	"(nm0411009,actor,\N),(nm15892060,actor,\N),(nm15892058,actress,\N),(nm1394381,actor,[""Youth""]),(nm1759386,actor,\N),(nm1167392,actor,\N),(nm0847580,actress,\N),(nm0945436,actress,\N),(nm0645200,actress,\N)"
tt0432283	Fantastic Mr. Fox	Fantastic Mr. Fox	2009	87	Adventure,Animation,Comedy	7.9	284923	nm0027572	nm0001094,nm0027572,nm0000876	"(nm0000123,actor,[""Mr. Fox""]),(nm0000658,actress,[""Mrs. Fox""]),(nm0000195,actor,[""Badger""]),(nm0005403,actor,[""Ash""]),(nm0938645,actor,[""Kylie""]),(nm0026682,actor,[""Kristofferson""]),(nm0002091,actor,[""Franklin Bean""]),(nm0000353,actor,[""Rat""]),(nm0005562,actor,[""Coach Skip""]),(nm1006741,actor,[""Petey""])"
tt0433017	Die phantastische Welt des Matthew Madson	Die phantastische Welt des Matthew Madson	1974	87	Animation,Sci-Fi	5.7	13	nm0372919	nm0372919,nm0943605	(nm1309514,actor,\N),(nm1379844,actress,\N),(nm1380252,actor,\N),(nm8406042,actress,\N),(nm0372919,actor,\N),(nm0943605,actor,\N),(nm1299868,actor,\N)
tt0433375	Fossil	Fossil	2004	87	Animation,Drama	7.5	25	nm0625040	nm0625040	"(nm0258246,actor,[""James Lewis""]),(nm0539332,actor,[""Josh Milland""]),(nm0186845,actor,[""Charles Becker""]),(nm0238665,actor,[""Otto Zimmer""]),(nm0777993,actor,[""Lt. Simpsom-Spicer""]),(nm0683217,actor,[""Richard Paulin""]),(nm0452556,actor,[""Wake Rosin""]),(nm1027414,actor,[""Alan Kenner""]),(nm0060036,actor,[""Newsreel Announcer""])"
tt0434147	The Legend of Buddha	The Legend of Buddha	2004	90	Animation,Family	6.3	122	nm1773583	\N	"(nm1847099,actress,[""Child Siddharth""]),(nm0998127,actor,[""Buddha's Servant""])"
tt0435202	Mobile Suit Z Gundam: A New Translation - Heirs to the Stars	Kidô senshi Z Gundam - A New Translation: Hoshi wo tsugumono	2004	94	Action,Animation,Drama	6.7	335	nm2179963,nm0866707	nm0866707,nm0946695	"(nm0299192,actor,[""Kai Shiden""]),(nm0299228,actor,[""Amuro Ray""]),(nm0409287,actor,[""Jerid Mesa""]),(nm0441534,actress,[""Reccoa Londe""]),(nm0645483,actress,[""Emma Sheen""]),(nm0793554,actor,[""Paptimus Scirocco""]),(nm0840721,actor,[""Bright Noah""]),(nm0864980,actor,[""Camille Vidan""])"
tt0435286	Pokémon the Movie: Destiny Deoxys	Gekijôban Poketto Monsutâ Adobansu Jenerêshon: Rekkû no hômonsha Deokishisu	2004	98	Action,Adventure,Animation	6.1	4748	nm0951197	nm0146097,nm0814473	"(nm0853301,actress,[""Ash Ketchum""]),(nm0853301,actress,[""Ash Ketchum""]),(nm0853301,actress,[""May""]),(nm0853301,actress,[""May""]),(nm0835688,actor,[""Brock""]),(nm0835688,actor,[""Brock""]),(nm0835688,actor,[""James""]),(nm0835688,actor,[""James""]),(nm0083671,actress,[""Max""]),(nm0083671,actress,[""Max""]),(nm0006851,actor,[""Meowth""]),(nm0006851,actor,[""Meowth""]),(nm0510418,actress,[""Jessie""]),(nm0510418,actress,[""Jessie""]),(nm0510418,actress,[""Yuko""]),(nm0510418,actress,[""Yuko""]),(nm0510418,actress,[""Jigglypuff""]),(nm0510418,actress,[""Jigglypuff""]),(nm0649026,actress,[""Pikachu""]),(nm0419760,actress,[""Tory Lund""]),(nm0419760,actress,[""Tory Lund""]),(nm0689685,actor,[""Narrator""]),(nm0689685,actor,[""Narrator""]),(nm0736994,actress,\N),(nm0736994,actress,\N),(nm1278376,actor,[""Rafe""])"
tt0435635	The Easter Egg Adventure	The Easter Egg Adventure	2004	87	Animation,Family	4.5	195	nm1782949	nm0357239,nm1782949	"(nm0000222,actress,[""Horrible Harriet Hare""]),(nm1782949,actor,[""Big Boring Benedict Bunny""]),(nm0000249,actor,[""Grab Takit""]),(nm0001592,actor,[""Terrible Timothy Takit""]),(nm0449872,actress,[""Bernadette Baker""]),(nm0449872,actress,[""Helen Hen""]),(nm0000928,actress,[""Claralyne Cluck""]),(nm0514775,actor,[""Good Gracious Grasshopper""]),(nm0058891,actor,[""Boss Baker""]),(nm0478345,actress,[""Tiny Tessie""]),(nm0695831,actor,[""Cookey Takit""])"
tt0435761	Toy Story 3	Toy Story 3	2010	103	Adventure,Animation,Comedy	8.3	928791	nm0881279	nm0005124,nm0004056,nm0881279,nm1578335,nm0028764,nm0721675,nm2938045	"(nm0000158,actor,[""Woody""]),(nm0000741,actor,[""Buzz Lightyear""]),(nm0000349,actress,[""Jessie""]),(nm0000885,actor,[""Lotso""]),(nm0725543,actor,[""Mr. Potato Head""]),(nm0000474,actor,[""Ken""]),(nm0001728,actor,[""Rex""]),(nm0001652,actor,[""Hamm""]),(nm0364680,actress,[""Mrs. Potato Head""]),(nm0606658,actor,[""Andy""])"
tt0436339	G-Force	G-Force	2009	88	Action,Adventure,Animation	5.1	51696	nm0947087	nm0926727,nm0926729,nm0947087,nm0416408	"(nm0004715,actor,[""Kip Killian""]),(nm0004851,actress,[""Juarez""]),(nm0302108,actor,[""Ben""]),(nm0631490,actor,[""Saber""]),(nm0307726,actress,[""Marcie""]),(nm1090133,actor,[""Connor""]),(nm2500832,actress,[""Penny""]),(nm0144133,actor,[""Agent Carter""]),(nm0174780,actor,[""Agent Trigstad""]),(nm0621788,actress,[""Rosalita""])"
tt0436710	Renart the Fox	Le roman de Renart	2005	90	Animation,Family	4.9	280	nm1077873	nm1649627,nm1077873,nm1059532	"(nm0225899,actor,[""Renart""]),(nm0222088,actor,[""Rufus""]),(nm1128097,actor,[""Ysengrin""]),(nm0582572,actress,[""Hersent""]),(nm0688526,actor,[""King Nobel""]),(nm0636662,actor,[""Tibert""]),(nm0267292,actress,[""Queen Fiere""]),(nm0427200,actor,[""Chancellor Bernard""]),(nm0839726,actor,[""Brun""]),(nm0699524,actor,[""Chanteclair""])"
tt0438097	Ice Age: The Meltdown	Ice Age: The Meltdown	2006	91	Adventure,Animation,Comedy	6.8	307074	nm0757858	nm0310087,nm0841532,nm2186362,nm5022110	"(nm0005380,actor,[""Manny""]),(nm0000491,actor,[""Sid""]),(nm0001459,actor,[""Diego""]),(nm0005405,actor,[""Crash""]),(nm0669681,actor,[""Eddie""]),(nm0001451,actress,[""Ellie""]),(nm0004715,actor,[""Lone Gunslinger Vulture""]),(nm0005143,actor,[""Fast Tony""]),(nm0917188,actor,[""Scrat""]),(nm0010004,actor,[""Dung Beetle Dad""])"
tt0439123	Azur & Asmar: The Princes' Quest	Azur et Asmar	2006	99	Adventure,Animation,Family	7.4	3849	nm0643664,nm2670683	nm0643664	"(nm0969770,actor,[""Azur""]),(nm1947858,actor,[""Asmar""]),(nm0007814,actress,[""Jénane""]),(nm0863816,actor,[""Crapoux""]),(nm2285228,actor,[""Azur enfant""]),(nm2429043,actor,[""Asmar enfant""]),(nm2429859,actress,[""La Princesse Chamsous Sabah""]),(nm2049382,actress,[""La Fée des djinns""]),(nm1154749,actress,[""La Fée des elfes""]),(nm0165429,actor,[""Le Sage Yadoa""])"
tt0439533	Dead Leaves	Deddo ribusu	2004	55	Action,Adventure,Animation	7.1	4659	nm0408043	nm2800042,nm1825196	"(nm0945322,actor,[""Retro""]),(nm0393109,actress,[""Pandy""]),(nm0594730,actress,[""Galactica""]),(nm0412628,actor,[""666""]),(nm0363066,actor,[""777""]),(nm0864980,actor,[""Drill""]),(nm0847085,actor,[""Dr. Yabu""]),(nm0412602,actor,[""Sergeant""]),(nm1327264,actor,[""Train Driver""]),(nm0847540,actor,[""Tank Driver""])"
tt0441773	Kung Fu Panda	Kung Fu Panda	2008	92	Action,Adventure,Animation	7.6	549137	nm0651706,nm0828970	nm0008743,nm0074184,nm0717550,nm0903456,nm1938852	"(nm0085312,actor,[""Po""]),(nm0574534,actor,[""Tai Lung""]),(nm0001401,actress,[""Tigress""]),(nm0000163,actor,[""Shifu""]),(nm0000329,actor,[""Monkey""]),(nm0736622,actor,[""Mantis""]),(nm0005154,actress,[""Viper""]),(nm0189144,actor,[""Crane""]),(nm0453641,actor,[""Oogway""]),(nm0393222,actor,[""Mr. Ping""])"
tt0442247	Glup, an adventure without waste	Glup, una aventura sin desperdicio	2004	70	Animation	5.9	43	nm1534594,nm0073297	nm0900080	
tt0442289	Kate: The Taming of the Shrew	Kate - La bisbetica domata	2004	77	Animation,Comedy,Romance	7.3	20	nm1236457	nm1236457,nm1022018,nm1328133,nm0000636	"(nm0545884,actor,[""Petrucchio""]),(nm1833706,actress,[""Caterina""]),(nm0004258,actor,[""Ortensio, Don Sarago""]),(nm1832542,actor,[""Lucenzio""]),(nm1700810,actor,[""Gremio""]),(nm0714052,actor,[""Battista""]),(nm0538971,actor,[""Leone""]),(nm0830706,actor,[""Torvo""]),(nm1832432,actor,[""Gratto""]),(nm1089176,actress,[""Bianca""])"
tt0442507	Supertramps	Supertramps	2004	79	Animation,Comedy,Crime	5.9	46	nm0073297,nm1305002	nm1305002,nm2042699	"(nm0037709,actor,[""Tano""]),(nm1938991,actress,[""Nora""]),(nm1584014,actor,[""Ramón""]),(nm0433430,actor,[""Pastor""]),(nm1936890,actress,[""Chung-I-Fly""]),(nm1051086,actor,[""Pitbull Mayor""]),(nm1588116,actor,[""Pitbull Joven""])"
tt0442933	Beowulf	Beowulf	2007	115	Action,Adventure,Animation	6.3	177156	nm0000709	nm0301274,nm0000812,nm1511619	"(nm0935653,actor,[""Beowulf""]),(nm0935653,actor,[""Golden Man""]),(nm0935653,actor,[""Dragon""]),(nm0000417,actor,[""Grendel""]),(nm0001401,actress,[""Grendel's Mother""]),(nm0000705,actress,[""Wealthow""]),(nm0000164,actor,[""Hrothgar""]),(nm2954686,actor,[""Musician #1""]),(nm1401615,actor,[""Musician #2""]),(nm2833107,actor,[""Musician #3""]),(nm0552007,actor,[""Musician #4""]),(nm0287142,actress,[""Gitte""])"
tt0443123	Midsummer Dream	El sueño de una noche de San Juan	2005	85	Adventure,Animation,Drama	4.6	439	nm0209216,nm1134802	nm1959334,nm0000636,nm0209216	"(nm0225916,actor,[""Lisandro""]),(nm1197737,actress,[""Mostaza""]),(nm1717561,actress,[""Elena""]),(nm2471821,actor,[""Demetrio""]),(nm0675741,actor,[""Oberon""]),(nm0317790,actor,[""Filóstrato""]),(nm1720219,actress,[""Perecho""]),(nm1542438,actor,[""Teseo""]),(nm0350634,actor,[""Teseo""]),(nm0029960,actress,[""Titania""])"
tt0443232	The Book of the Dead	Shisha no sho	2005	70	Animation,Drama,Fantasy	6.7	271	nm1680531	nm1818228	"(nm0457219,actress,[""Narrator""]),(nm0961243,actress,[""Story Teller""]),(nm0594533,actress,[""Iratsume of Fujiwara""])"
tt0443536	Hoodwinked!	Hoodwinked!	2005	80	Adventure,Animation,Comedy	6.5	68818	nm0249897,nm0250410,nm0498555	nm0249897,nm0250410,nm0498555	"(nm0004266,actress,[""Red""]),(nm0000335,actress,[""Granny""]),(nm0911320,actor,[""The Wolf""]),(nm0000902,actor,[""The Woodsman""]),(nm0026364,actor,[""Detective Bill Stork""]),(nm0001773,actor,[""Nicky Flippers""]),(nm0944702,actor,[""Chief Grizzly""]),(nm0001590,actor,[""Woolworth""]),(nm0004873,actor,[""Boingo""]),(nm0249897,actor,[""Twitchy""])"
tt0443769	Pirates in Callao	Piratas en el Callao	2005	78	Adventure,Animation,Family	3.7	174	nm1823279	nm1823353,nm1862616	"(nm0078069,actor,\N),(nm0107651,actor,[""Doblaje""]),(nm0147310,actress,[""Alberto Cabello""]),(nm0215938,actor,\N),(nm0411394,actor,[""Jacques L'Hermite""]),(nm1494465,actor,\N)"
