tconst	titleType	primaryTitle	originalTitle	startYear	runtimeMinutes	genres	averageRating	numVotes	directors	writers	person	oscarNominations	oscarWins
tt28082769	movie	September 5	September 5	2024	95	Drama,History,Thriller	7.1	22736	nm2959497	nm9415549,nm2959497,nm1017048	"(nm0765597,actor,[""Roone Arledge""]),(nm1910274,actor,[""Geoffrey Mason""]),(nm0001035,actor,[""Marvin Bader""]),(nm2914059,actress,[""Marianne Gebhardt""]),(nm0815668,actor,[""Jacques Lesgards""]),(nm1873687,actress,[""Gladys Deist""]),(nm0424819,actor,[""Hank Hanson""]),(nm8519744,actor,[""Carter Jeffrey""]),(nm11040847,actor,[""Gary Slaughter""]),(nm0907548,actor,[""Peter Jennings""])"	1	0
tt9218128	movie	Gladiator II	Gladiator II	2024	148	Action,Adventure,Drama	6.5	226544	nm0000631	nm0291905,nm0185976,nm0769227	"(nm8958770,actor,[""Lucius""]),(nm0000243,actor,[""Macrinus""]),(nm0050959,actor,[""General Acacius""]),(nm0001567,actress,[""Lucilla""]),(nm4806449,actor,[""Emperor Geta""]),(nm9538520,actor,[""Emperor Caracalla""]),(nm2443797,actor,[""Viggo""]),(nm0001394,actor,[""Gracchus""]),(nm0579795,actor,[""Jugurtha""]),(nm0524240,actor,[""Master of Ceremonies""])"	1	0
tt33385063	short	Death by Numbers	Death by Numbers	2024	33	Documentary,Short	6.6	493	nm0811502	nm16528826	nan	1	0
tt22022452	movie	Inside Out 2	Inside Out 2	2024	96	Adventure,Animation,Comedy	7.5	215481	nm1626375	nm0498834,nm1439546,nm1626375	"(nm0688132,actress,[""Joy""]),(nm1638321,actress,[""Anxiety""]),(nm10143485,actress,[""Riley""]),(nm0487594,actress,[""Disgust""]),(nm0355024,actor,[""Fear""]),(nm0085400,actor,[""Anger""]),(nm0809613,actress,[""Sadness""]),(nm8731249,actress,[""Envy""]),(nm5391232,actress,[""Valentina""]),(nm10838946,actress,[""Grace""])"	1	0
tt11389872	movie	Kingdom of the Planet of the Apes	Kingdom of the Planet of the Apes	2024	145	Action,Adventure,Drama	6.9	151047	nm1226871	nm0295264,nm0415425,nm0798646	"(nm4977122,actor,[""Noa""]),(nm8463347,actress,[""Nova""]),(nm8463347,actress,[""Mae""]),(nm0243806,actor,[""Proximus Caesar""]),(nm0534167,actor,[""Raka""]),(nm0000513,actor,[""Trevathan""]),(nm2794212,actor,[""Sylva""]),(nm4255507,actor,[""Anaya""]),(nm8808118,actress,[""Soona""]),(nm1442644,actor,[""Koro""]),(nm8890083,actor,[""Lightning""])"	1	0
tt21823606	movie	A Real Pain	A Real Pain	2024	90	Comedy,Drama	7.1	86838	nm0251986	nm0251986	"(nm0001085,actor,[""Benji Kaplan""]),(nm0251986,actor,[""David Kaplan""]),(nm6159473,actress,[""Flight Attendant""]),(nm15725065,actor,[""Abe""]),(nm9160483,actor,[""Receptionist""]),(nm3112470,actor,[""James""]),(nm0649729,actor,[""Mark""]),(nm0755632,actress,[""Diane""]),(nm5339326,actor,[""Eloge""]),(nm0000426,actress,[""Marcia""])"	2	1
tt8999762	movie	The Brutalist	The Brutalist	2024	216	Drama	7.4	77757	nm1227232	nm1227232,nm2178754	"(nm0004778,actor,[""László Tóth""]),(nm0428065,actress,[""Erzsébet Tóth""]),(nm0001602,actor,[""Harrison Lee Van Buren Sr.""]),(nm7153679,actor,[""Harry Lee""]),(nm3864163,actress,[""Zsófia""]),(nm5237479,actress,[""Maggie Lee""]),(nm0207218,actor,[""Gordon""]),(nm0005273,actor,[""Attila""]),(nm3987673,actress,[""Older Zsofia""]),(nm1981574,actor,[""Jim Simpson""])"	10	3
tt31888603	short	Magic Candies	Magic Candies	2024	20	Animation,Family,Fantasy	7.1	1028	nm0632788	nm4869977,nm11781426	"(nm4521313,actor,[""Stationary Store Owner""]),(nm2326304,actor,[""Sofa""]),(nm15960567,actor,[""Dong-Dong""]),(nm2585836,actress,[""Grandma""]),(nm0913814,actor,[""Dad""]),(nm0945377,actor,[""Gusuri""]),(nm14896396,actress,[""Young Dong-Dong""])"	1	0
tt30319854	movie	Sugarcane	Sugarcane	2024	107	Documentary	7.0	3257	nm3354131,nm11927478	\N	nan	1	0
tt29623480	movie	The Wild Robot	The Wild Robot	2024	102	Animation,Sci-Fi	8.2	160259	nm0761498	nm0761498,nm2464094	"(nm2143282,actress,[""Roz""]),(nm2143282,actress,[""Rummage""]),(nm0050959,actor,[""Fink""]),(nm5598573,actor,[""Brightbill""]),(nm0631490,actor,[""Longneck""]),(nm3513533,actress,[""Vontra""]),(nm1546196,actor,[""Paddler""]),(nm0000609,actor,[""Thunderbolt""]),(nm0000434,actor,[""Thorn""]),(nm0001573,actress,[""Pinktail""]),(nm16372344,actor,[""Baby Brightbill""])"	3	0
tt30953759	movie	No Other Land	No Other Land	2024	92	Documentary	8.3	11242	nm15732721,nm15732719,nm15732720,nm15732722	nm15732719,nm15732722,nm15732720,nm15732721	nan	1	1
tt23055660	movie	Nickel Boys	Nickel Boys	2024	140	Drama	7.0	18215	nm8840476	nm8840476,nm0055656,nm1019209	"(nm5376232,actor,[""Elwood""]),(nm1518261,actor,[""Turner""]),(nm0254712,actress,[""Hattie""]),(nm16399320,actor,[""Young Elwood""]),(nm4896770,actor,[""Percy""]),(nm8620050,actress,[""Evelyn""]),(nm16399319,actor,[""Boy at Playground""]),(nm11932012,actress,[""Girl at Playground""]),(nm8629338,actor,[""Mr. Hill""]),(nm16399323,actor,[""Lincoln High Student""])"	2	0
tt31556921	short	I am Ready, Warden	I am Ready, Warden	2024	37	Documentary,Short	6.7	1078	nm0612731	\N	nan	1	0
tt30294282	movie	Porcelain War	Porcelain War	2024	87	Documentary	7.1	1175	nm2252386,nm13731165	nm4527585,nm2252386,nm0243462,nm13731165	nan	1	0
tt15802124	short	The Last Ranger	The Last Ranger	2024	28	Drama,Short	6.9	862	nm8305829	nm1605085,nm0787430,nm2004834	"(nm9475150,actress,[""Khuselwa""]),(nm16023365,actress,[""Litha""]),(nm0623478,actor,[""Thabo""]),(nm1605085,actor,[""Robert""]),(nm1339941,actor,[""Micky""])"	1	0
tt32178949	movie	The Seed of the Sacred Fig	Dane-ye anjir-e ma'abed	2024	167	Crime,Drama,Thriller	7.6	13266	nm1488024	nm1488024	"(nm6262099,actress,[""Najmeh""]),(nm3885117,actor,[""Iman""]),(nm13187705,actress,[""Sana""]),(nm16117984,actress,[""Rezvan""]),(nm16176143,actress,[""Sadaf""]),(nm7416093,actor,[""Ghaderi""]),(nm10959855,actress,[""Fatemeh""]),(nm10073433,actress,[""Woman in car""]),(nm8645065,actor,\N),(nm16873703,actress,\N)"	1	0
tt17163970	movie	Wallace & Gromit: Vengeance Most Fowl	Wallace & Gromit: Vengeance Most Fowl	2024	82	Adventure,Animation,Comedy	7.5	34127	nm1271549,nm0661910	nm0123666,nm0661910,nm3003983	"(nm2038317,actor,[""Wallace""]),(nm0443153,actor,[""Chief Inspector Mackintosh""]),(nm10778177,actress,[""P.C. Mukherjee""]),(nm0790501,actor,[""Norbot""]),(nm1854269,actress,[""Onya Doorstep""]),(nm0027957,actress,[""Judge""]),(nm2198515,actor,[""Anton Deck""]),(nm0377901,actor,[""Mr. Convenience""]),(nm3803991,actress,[""Additional Voices""]),(nm0816950,actor,[""Additional Voices (The Farmer)""])"	1	0
tt5040012	movie	Nosferatu	Nosferatu	2024	132	Fantasy,Horror,Mystery	7.2	190072	nm3211470	nm3211470,nm0301961,nm0831290	"(nm6675440,actress,[""Ellen Hutter""]),(nm0396558,actor,[""Thomas Hutter""]),(nm0803889,actor,[""Count Orlok""]),(nm1093951,actor,[""Friedrich Harding""]),(nm0000353,actor,[""Prof. Albin Eberhart von Franz""]),(nm10128408,actress,[""Anna Harding""]),(nm0408591,actor,[""Dr. Wilhelm Sievers""]),(nm0564402,actor,[""Knock""]),(nm13570611,actress,[""Clara""]),(nm13545434,actress,[""Louise""])"	4	0
tt32280470	short	Instruments of a Beating Heart	Instruments of a Beating Heart	2024	23	Documentary,Music,Short	7.0	1331	nm3655292	\N	nan	1	0
tt30227076	movie	Black Box Diaries	Black Box Diaries	2024	102	Documentary	7.5	3322	nm10340152	nm10340152	nan	1	0
tt22893404	movie	Maria	Maria	2024	124	Biography,Drama,Music	6.4	18968	nm1883257	nm1140275	"(nm0001401,actress,[""Maria Callas""]),(nm0269419,actor,[""Ferruccio""]),(nm2130040,actress,[""Bruna""]),(nm0082211,actor,[""Aristotle Onassis""]),(nm2240346,actor,[""Mandrax""]),(nm2863836,actor,[""Jeffrey Tate""]),(nm0000420,actress,[""Yakinthi Callas""]),(nm1294269,actor,[""JFK""]),(nm1800297,actress,[""Litsa Callas""]),(nm0531195,actor,[""Doctor Fontainebleau""])"	1	0
tt14452174	movie	Soundtrack to a Coup d'Etat	Soundtrack to a Coup d'Etat	2024	150	Documentary,Music	7.8	2788	nm1431615	nm1431615,nm4210363	nan	1	0
tt21097228	movie	A Different Man	A Different Man	2024	112	Comedy,Drama,Thriller	6.9	28585	nm3661688	nm3661688	"(nm1659221,actor,[""Edward""]),(nm4561559,actress,[""Ingrid""]),(nm3138924,actor,[""Oswald""]),(nm6376727,actor,[""Sean""]),(nm1169526,actor,[""Director""]),(nm10673068,actor,[""Corey""]),(nm10930101,actor,[""Man In Sunglasses""]),(nm0312398,actor,[""Ragged Man""]),(nm2422469,actor,[""Intrusive Man""]),(nm11700202,actor,[""Casting Director""])"	1	0
tt4772188	movie	Flow	Straume	2024	85	Adventure,Animation,Family	7.9	71826	nm6478535	nm6478535,nm5186633,nm1054433	nan	2	1
tt14961016	movie	I'm Still Here	Ainda Estou Aqui	2024	137	Biography,Drama,History	8.3	103173	nm0758574	nm2675515,nm11125951,nm0656978	"(nm0868639,actress,[""Eunice Paiva""]),(nm0005244,actress,[""Eunice Paiva""]),(nm0578080,actor,[""Rubens Paiva""]),(nm3990647,actress,[""Veroca""]),(nm1274064,actress,[""Veroca""]),(nm9500800,actress,[""Nalu""]),(nm3707487,actress,[""Nalu""]),(nm10637343,actress,[""Eliana""]),(nm1597010,actress,[""Eliana""]),(nm16200610,actor,[""Marcelo""])"	3	1
tt28607951	movie	Anora	Anora	2024	139	Comedy,Drama,Romance	7.5	179019	nm0048918	nm0048918	"(nm5700898,actress,[""Ani""]),(nm0919311,actor,[""Nick""]),(nm5426973,actor,[""Igor""]),(nm7919330,actress,[""Diamond""]),(nm3969425,actress,[""Nikki""]),(nm14599320,actor,[""Lulu""]),(nm0969994,actor,[""Jimmy""]),(nm12676704,actress,[""Dawn""]),(nm15414650,actress,[""Jenny""]),(nm12953205,actor,[""Ivan""])"	6	5
tt17526714	movie	The Substance	The Substance	2024	141	Drama,Horror,Sci-Fi	7.3	294636	nm0267287	nm0267287	"(nm0000193,actress,[""Elisabeth""]),(nm4960279,actress,[""Sue""]),(nm0000598,actor,[""Harvey""]),(nm1499282,actor,[""Fred""]),(nm4420373,actor,[""Oliver""]),(nm4623597,actor,[""Troy""]),(nm0259027,actor,[""Man at Diner""]),(nm15532538,actor,[""Male Nurse""]),(nm1791004,actor,[""Doctor""]),(nm7155855,actor,[""Diego - Boyfriend""])"	5	1
tt28356173	short	Yuck!	Beurk !	2024	13	Animation,Family,Short	6.7	1188	nm7167768	nm7167768	"(nm14328120,actor,[""Léo""]),(nm14175366,actress,[""Lucie""]),(nm15226662,actor,[""Le petit frère""]),(nm15320643,actress,[""La petite soeur""]),(nm15320644,actor,[""Le copain de camping""]),(nm15107170,actor,[""Le jeune avec le maillot de Messi""]),(nm14722999,actor,[""Le jeune avec le maillot de Ronaldo""]),(nm14494789,actor,[""Le jeune avec le maillot de Mbappé""]),(nm15320645,actress,[""La maman de Léo""]),(nm2907222,actor,[""Le papa de Léo""])"	1	0
tt1262426	movie	Wicked	Wicked: Part I	2024	160	Fantasy,Musical,Romance	7.5	155132	nm0160840	nm0392848,nm1401416,nm0536579,nm0000875	"(nm7248827,actress,[""Elphaba""]),(nm3812858,actress,[""Galinda""]),(nm3812858,actress,[""Glinda""]),(nm0000156,actor,[""The Wonderful Wizard of Oz""]),(nm0000706,actress,[""Madame Morrible""]),(nm0047332,actor,[""Fiyero""]),(nm5724788,actor,[""Boq""]),(nm5987576,actress,[""Nessarose""]),(nm0227759,actor,[""Dr. Dillamond""]),(nm0638762,actor,[""Governor Thropp""]),(nm15302330,actress,[""Mrs. Thropp""])"	10	2
tt10236164	movie	The Girl with the Needle	Pigen med nålen	2024	123	Crime,Drama,History	7.5	13172	nm3281319	nm3281319,nm2101648	"(nm3850259,actress,[""Karoline""]),(nm0245988,actress,[""Dagmar""]),(nm6748220,actor,[""Peter""]),(nm6035514,actor,[""Jørgen""]),(nm6273029,actress,[""Frida""]),(nm15779616,actress,[""Erena""]),(nm0845310,actor,[""Ring Master""]),(nm6390573,actor,[""Svendsen""]),(nm0360678,actress,[""Jørgen's mother""]),(nm1210050,actor,[""Foreman""])"	1	0
tt14260836	movie	Better Man	Better Man	2024	135	Biography,Fantasy,Music	7.6	25890	nm1243905	nm2352568,nm2555314,nm1243905,nm0005560	"(nm0005560,actor,[""Robbie Williams""]),(nm5956650,actor,[""Robbie Williams""]),(nm0671487,actor,[""Peter""]),(nm0824102,actress,[""Betty""]),(nm2078666,actress,[""Janet""]),(nm9090098,actor,[""Nate""]),(nm0380632,actor,[""Nigel Martin Smith""]),(nm5682224,actress,[""Nicole Appleton""]),(nm0118983,actor,[""Guy Chambers""]),(nm12547815,actor,[""Gary Barlow""])"	1	0
tt27654431	short	Anuja	Anuja	2024	22	Drama,Short	6.6	3109	nm12809780	nm12809780	"(nm0080426,actor,[""Mr. Verma""]),(nm8443231,actor,[""Shopkeeper""]),(nm14812107,actress,[""Anuja""]),(nm14812108,actor,[""Palak""]),(nm9714215,actor,[""Mr. Mishra""])"	1	0
tt18412256	movie	Alien: Romulus	Alien: Romulus	2024	119	Horror,Sci-Fi,Thriller	7.1	243048	nm1793079	nm0639321,nm0795953,nm1793079,nm2140186	"(nm8314228,actress,[""Rain""]),(nm9657438,actor,[""Andy""]),(nm8850556,actor,[""Tyler""]),(nm5097044,actress,[""Kay""]),(nm10514458,actor,[""Bjorn""]),(nm12495816,actress,[""Navarro""]),(nm1014751,actress,[""WY Officer""]),(nm16429528,actor,[""10-Year-Old Punk #1""]),(nm16421747,actor,[""10-Year-Old Punk #2""]),(nm16421746,actor,[""10-Year-Old Punk #3""])"	1	0
tt8368368	movie	The Apprentice	The Apprentice	2024	122	Biography,Drama,History	7.1	53893	nm4389150	nm6215044	"(nm1659221,actor,[""Donald Trump""]),(nm0834989,actor,[""Roy Cohn""]),(nm0233027,actor,[""Fred Trump""]),(nm7210025,actress,[""Ivana Trump""]),(nm0573585,actress,[""Mary Anne Trump""]),(nm2901686,actor,[""Freddy Trump""]),(nm5160420,actor,[""Russell Eldridge""]),(nm0719321,actor,[""Roger Stone""]),(nm0684187,actor,[""Tony Salerno""]),(nm0494784,actor,[""Victor Palmieri""])"	2	0
tt15239678	movie	Dune: Part Two	Dune: Part Two	2024	166	Action,Adventure,Drama	8.5	622319	nm0898288	nm0898288,nm3123612,nm0378541	"(nm3154303,actor,[""Paul Atreides""]),(nm3918035,actress,[""Chani""]),(nm0272581,actress,[""Jessica""]),(nm0000849,actor,[""Stilgar""]),(nm0000982,actor,[""Gurney Halleck""]),(nm2581521,actor,[""Feyd-Rautha""]),(nm6073955,actress,[""Princess Irulan""]),(nm1176985,actor,[""Beast Rabban""]),(nm0000686,actor,[""Emperor""]),(nm2244205,actress,[""Lady Margot Fenring""])"	5	2
tt24458622	movie	The Six Triple Eight	The Six Triple Eight	2024	127	Drama,History,War	6.7	26166	nm1347153	nm2760178,nm1347153	"(nm0913488,actress,[""Major Adams""]),(nm6372377,actress,[""Lena Derriecott King""]),(nm1040389,actress,[""Captain Campbell""]),(nm10895539,actress,[""Bernice Baker""]),(nm7068863,actress,[""Johnnie Mae""]),(nm5152585,actress,[""Dolores Washington""]),(nm3345344,actress,[""Elaine White""]),(nm8239603,actress,[""Inez""]),(nm7387651,actress,[""Vera""]),(nm0606487,actor,[""General Halt""])"	1	0
tt20221436	movie	Emilia Pérez	Emilia Pérez	2024	132	Comedy,Crime,Drama	5.4	87559	nm0002191	nm0002191,nm0081179,nm5674565,nm5365694,nm6451640	"(nm0757855,actress,[""Rita""]),(nm1035423,actress,[""Emilia""]),(nm1035423,actress,[""Manitas""]),(nm1411125,actress,[""Jessi""]),(nm2578315,actress,[""Epifania""]),(nm1183149,actor,[""Gustavo Brun""]),(nm0411980,actor,[""Wasserman""]),(nm6532613,actor,[""Berlinger""]),(nm16022723,actor,[""Gabriel Mendoza""]),(nm16453200,actor,[""Angel""]),(nm16453204,actor,[""Diego""])"	13	2
tt11563598	movie	A Complete Unknown	A Complete Unknown	2024	141	Biography,Drama,Music	7.4	72275	nm0003506	nm0003506,nm0168379,nm2374778	"(nm3154303,actor,[""Bob Dylan""]),(nm0001570,actor,[""Pete Seeger""]),(nm1102577,actress,[""Sylvie Russo""]),(nm4834815,actress,[""Joan Baez""]),(nm3117884,actor,[""Dave Van Ronk""]),(nm0368971,actress,[""Toshi Seeger""]),(nm1843993,actor,[""Frank (Lawyer)""]),(nm0314253,actor,[""Federal Judge""]),(nm12146694,actor,[""Federal Court Clerk""]),(nm0921173,actor,[""Cab Driver""])"	8	0
tt20316978	movie	Elton John: Never Too Late	Elton John: Never Too Late	2024	102	Biography,Documentary,Music	6.5	1930	nm0191712,nm0299050	\N	nan	1	0
tt23770030	movie	Memoir of a Snail	Memoir of a Snail	2024	95	Animation,Drama	7.8	16718	nm0254178	nm0254178	"(nm0915865,actress,[""Pinky""]),(nm3512758,actress,[""Grace Pudel""]),(nm16228956,actress,[""Young Grace""]),(nm16769314,actress,[""Additional Young Grace""]),(nm16228985,actor,[""Young Gilbert""]),(nm3158308,actor,[""Doctor""]),(nm3158308,actor,[""Additional Adult Voices""]),(nm0051509,actor,[""James The Magistrate""]),(nm6581447,actor,[""Bert""]),(nm0684500,actor,[""Percy Pudel""]),(nm16228989,actor,[""Annie Pudel""])"	1	0
tt20215234	movie	Conclave	Conclave	2024	120	Drama,Thriller	7.4	144868	nm0074163	nm1661186,nm0365249	"(nm0000146,actor,[""Lawrence""]),(nm0001804,actor,[""Bellini""]),(nm0001475,actor,[""Tremblay""]),(nm1748634,actor,[""Adeyemi""]),(nm0464522,actor,[""Wozniak""]),(nm16508795,actor,[""Dead Pope""]),(nm2457436,actor,[""Mandorff""]),(nm0639928,actor,[""O'Malley""]),(nm0000618,actress,[""Sister Agnes""]),(nm0469656,actor,[""Mendoza""])"	8	1
tt20519854	short	The Man Who Could Not Remain Silent	Covjek koji nije mogao sutjeti	2024	14	Drama,History,Short	7.3	2508	nm1196483	nm1196483	"(nm2041861,actor,[""Dragan""]),(nm6281424,actor,[""Zapovjednik""]),(nm7172804,actor,[""Milan""]),(nm0584020,actor,[""Tomo""]),(nm12683338,actress,[""Studentica""]),(nm12219340,actress,[""Unuka""]),(nm1118211,actor,[""Djed""]),(nm5510109,actor,[""Kondukter""]),(nm8514299,actor,[""Vojnik""]),(nm11312287,actor,[""Vojnik""])"	1	0
tt29795707	short	War Is Over!	War Is Over!	2023	11	Animation,Short,War	6.3	1499	nm0612391	nm0612391,nm0005141	"(nm4148067,actor,[""Performance Capture Performer""]),(nm0238057,actor,[""Performance Capture Performer""]),(nm0376511,actor,[""Performance Capture Performer""]),(nm5684774,actor,[""Performance Capture Performer""])"	1	1
tt28058015	short	Our Uniform	Our Uniform	2023	7	Animation,Short	6.7	1223	nm10057416	\N	nan	1	0
tt30835281	short	Beautiful Men	Beautiful Men	2023	20	Animation,Comedy,Drama	6.0	1191	nm9479994	nm9479994	"(nm0886045,actor,[""Bart""]),(nm0208641,actor,[""Koen""]),(nm0212423,actor,[""Steven""]),(nm7704152,actress,[""Additional Voices""])"	1	0
tt9603212	movie	Mission: Impossible - Dead Reckoning Part One	Mission: Impossible - Dead Reckoning Part One	2023	163	Action,Adventure,Thriller	7.6	283252	nm0003160	nm0312367,nm0003160,nm0420701	"(nm0000129,actor,[""Ethan Hunt""]),(nm2017943,actress,[""Grace""]),(nm0000609,actor,[""Luther Stickell""]),(nm0670408,actor,[""Benji Dunn""]),(nm0272581,actress,[""Ilsa Faust""]),(nm3948952,actress,[""The White Widow""]),(nm0005246,actor,[""Gabriel""]),(nm2962353,actress,[""Paris""]),(nm0001089,actor,[""Kittridge""]),(nm0924154,actor,[""Briggs""])"	2	0
tt30523942	short	Island in Between	Island in Between	2023	20	Documentary,Short	6.2	1440	nm0156981	nm0156981,nm2090073	nan	1	0
tt9362722	movie	Spider-Man: Across the Spider-Verse	Spider-Man: Across the Spider-Verse	2023	140	Action,Adventure,Animation	8.5	449161	nm1690966,nm5358492,nm1042511	nm0520488,nm0588087,nm1709264	"(nm4271336,actor,[""Miles Morales""]),(nm2794962,actress,[""Gwen Stacy""]),(nm3109964,actor,[""Jeff Morales""]),(nm0904967,actress,[""Rio Morales""]),(nm2159926,actor,[""Peter B. Parker""]),(nm1209966,actor,[""Miguel O'Hara""]),(nm0005403,actor,[""Spot""]),(nm4793987,actress,[""Jessica Drew""]),(nm2257207,actor,[""Hobie Brown""]),(nm4175221,actor,[""Pavitr Prabhakar""])"	1	0
tt29118186	short	The Last Repair Shop	The Last Repair Shop	2023	39	Documentary,Music,Short	7.4	3107	nm3929283,nm3988897	\N	nan	1	1
tt29497240	short	The Only Girl in the Orchestra	The Only Girl in the Orchestra	2023	34	Documentary,Music,Short	6.6	2635	nm0639739	\N	nan	1	1
tt29361805	short	The ABCs of Book Banning	The ABCs of Book Banning	2023	27	Documentary,Short	6.3	1332	nm0627521,nm0012267,nm5241574	\N	nan	1	0
tt28865980	movie	American Symphony	American Symphony	2023	104	Biography,Documentary,Music	6.8	4256	nm1292648	\N	nan	1	0
tt27655666	short	A Lien	A Lien	2023	15	Drama,Short	7.2	1299	nm9877582,nm4972708	nm4972708,nm9877582	"(nm4111305,actress,[""Sophia Gomez""]),(nm4475725,actor,[""Oscar Gomez""]),(nm14812589,actor,[""Nina Gomez""]),(nm14836611,actor,[""Background""]),(nm9539549,actor,[""USCIS Officer""]),(nm6592744,actress,[""USCIS Interviewer""]),(nm11469366,actor,[""Background""]),(nm6384901,actor,[""ICE Agent""]),(nm9157462,actress,[""Background""]),(nm14836599,actor,[""Background""])"	1	0
tt28768883	short	In the Shadow of the Cypress	In the Shadow of the Cypress	2023	20	Animation,Drama,Short	7.0	2191	nm5548859,nm11580481	nm5548859,nm11580481	(nm15190553,actor,\N)	1	1
tt27990245	short	Incident	Incident	2023	30	Documentary,Short	7.6	1125	nm0994484	\N	nan	1	0
tt26612950	movie	The Teachers' Lounge	Das Lehrerzimmer	2023	98	Drama	7.4	26398	nm1921714	nm1672317,nm1921714	"(nm2914059,actress,[""Carla Nowak""]),(nm1178556,actress,[""Dr. Bettina Böhm""]),(nm2926936,actor,[""Milosz Dudek""]),(nm3660532,actor,[""Thomas Liebenwerda""]),(nm1031014,actress,[""Friederike Kuhn""]),(nm3073812,actress,[""Lore Semnik""]),(nm3696993,actress,[""Vanessa König""]),(nm6949850,actress,[""Mariam Irfan""]),(nm5356024,actor,[""Mr. Stalmann""]),(nm15573503,actress,[""Teacher With Coffee""])"	1	0
tt26218316	short	Nai Nai & Wài Pó	Nai Nai & Wài Pó	2023	17	Comedy,Documentary,Drama	7.1	1867	nm7648876	\N	nan	1	0
tt14225838	movie	Io Capitano	Io capitano	2023	121	Drama	7.6	15794	nm0308520	nm0308520,nm0147592,nm0309979,nm3571806,nm15116684,nm15450642,nm15450643,nm15450644,nm15450645,nm8298753,nm9495935	"(nm12713176,actor,[""Seydou""]),(nm13504916,actor,[""Moussa""]),(nm1371957,actor,[""Martin""]),(nm1311741,actor,[""Ahmed""]),(nm15013067,actor,[""Charlatan""]),(nm14774861,actress,[""Madre di Seydou""]),(nm15013068,actress,[""Sorellina di Seydou""]),(nm2757388,actor,[""Sisko""]),(nm15013069,actor,[""Passport man""]),(nm15013070,actor,[""Poliziotto di frontiera""])"	1	0
tt23289160	movie	Godzilla Minus One	Gojira -1.0	2023	124	Action,Adventure,Drama	7.7	168801	nm0945724	nm0945724,nm0393094,nm0613609	"(nm4947538,actress,[""Noriko Ôishi""]),(nm1126340,actor,[""Kôichi Shikishima""]),(nm2747232,actress,[""Sumiko Ôta""]),(nm1328568,actor,[""Sôsaku Tachibana""]),(nm4290253,actor,[""Shirô Mizushima""]),(nm0949069,actor,[""Kenji Noda""]),(nm1482259,actor,[""Seiji Akitsu""]),(nm7918123,actor,[""Captain Tatsuo Hotta""]),(nm1209657,actor,[""Tadamasa Saitô""]),(nm0594647,actor,\N)"	1	1
tt23561236	movie	American Fiction	American Fiction	2023	117	Comedy,Drama	7.5	110131	nm6852255	nm6852255,nm0263562	"(nm0942482,actor,[""Thelonious 'Monk' Ellison""]),(nm4169254,actress,[""Brittany""]),(nm0018099,actor,[""Leo""]),(nm0279209,actor,[""Mandel""]),(nm7912529,actress,[""Gilda""]),(nm0111013,actor,[""Wiley Valdespino""]),(nm0651159,actor,[""Arthur""]),(nm15211944,actor,[""Matthew Wilson""]),(nm2397321,actor,[""Jordan Phillips""]),(nm1250791,actor,[""Clifford Ellison""])"	5	1
tt8105234	movie	Flamin' Hot	Flamin' Hot	2023	99	Biography,Drama,History	6.8	19287	nm0519456	nm0171474,nm2762294,nm12658873,nm14827848	"(nm1883803,actor,[""Richard Montañez""]),(nm1638069,actress,[""Judy Montañez""]),(nm0729256,actor,[""Vacho Montañez""]),(nm0553737,actress,[""Concha Montañez""]),(nm0371660,actor,[""Clarence C. Baker""]),(nm0001724,actor,[""Roger Enrico""]),(nm0785277,actor,[""Abuelito""]),(nm2925352,actor,[""Tony Romero""]),(nm1281943,actor,[""Hector Morales""]),(nm0909768,actor,[""Lonny Mason""])"	1	0
tt24082488	movie	The Eternal Memory	La memoria infinita	2023	85	Documentary	7.4	3801	nm3073146	nm3073146	nan	1	0
tt24082438	movie	20 Days in Mariupol	20 Days in Mariupol	2023	95	Documentary,War	8.5	25393	nm13512939	nm13512939	nan	1	1
tt1200263	movie	The Color Purple	The Color Purple	2023	141	Drama,Musical	6.8	19052	nm7577540	nm5926700,nm0907504,nm0635568	"(nm1568881,actress,[""Celie""]),(nm0378245,actress,[""Shug Avery""]),(nm5335029,actress,[""Sofia""]),(nm0231458,actor,[""Mister""]),(nm3659660,actor,[""Harpo""]),(nm9213273,actress,[""Young Celie""]),(nm1782991,actress,[""Young Nettie""]),(nm1733488,actress,[""Nettie""]),(nm2878358,actress,[""Squeak""]),(nm0004979,actor,[""Reverend Avery""])"	1	0
tt14454876	movie	Golda	Golda	2023	100	Biography,Drama,History	6.0	14101	nm1142235	nm0552842	"(nm0000545,actress,[""Golda Meir""]),(nm7546218,actor,[""Adam Snir""]),(nm0329094,actor,[""Chairman Agranat""]),(nm13170261,actor,[""Young Pianist""]),(nm0203696,actress,[""Miss Epstein""]),(nm4440460,actor,[""Zvi Zamir""]),(nm1891185,actress,[""Lou Kaddar""]),(nm0846406,actor,[""Dr Rosenfeld""]),(nm2398785,actress,[""Shir Shapiro""]),(nm0381812,actor,[""Moshe Dayan""])"	1	0
tt27502426	movie	Four Daughters	Les filles d'Olfa	2023	107	Documentary	7.4	3955	nm4141599	nm4141599	"(nm14799372,actress,[""Rahma Chikhaoui""]),(nm11701642,actress,[""Ghofrane Chikaoui""]),(nm7573814,actor,[""The men""]),(nm0754906,actress,[""Olfa""])"	1	0
